onset	duration	sample	trial_type	response_time	stim_file	value	HED
2986.6200000000	n/a	n/a	n/a	n/a	n/a	4711	n/a
2990.2000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
2990.6000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
2993.7000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
2994.4000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
2997.5000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
3004.2000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
3005.7240000000	n/a	n/a	n/a	n/a	n/a	4711	n/a
3010.5000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
3010.8000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
3014.0000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
3014.7000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
3017.8000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
3020.9860000000	n/a	n/a	n/a	n/a	n/a	2	n/a
3024.5000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
3026.0580000000	n/a	n/a	n/a	n/a	n/a	4710	n/a
3030.7000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
3031.0000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
3034.2000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
3034.8000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
3038.0000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
3044.6000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
3046.5000000000	n/a	n/a	n/a	n/a	n/a	4710	n/a
3051.1000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
3051.5000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
3054.6000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
3055.3000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
3058.4000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
3065.1000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
3066.5220000000	n/a	n/a	n/a	n/a	n/a	4711	n/a
