onset	duration	stim	block_number	block_duration	block_condition	sequential_position
75.5468	2.0	+	3	18.4	sentence	39
77.5459	8.0	+	3	18.4	sentence	40
85.74229999999999	0.3	tyce	4	18.4	pseudo	1
86.14209999999999	0.3	jerihui	4	18.4	pseudo	2
86.54189999999998	0.3	ir	4	18.4	pseudo	3
86.94169999999998	0.3	susent	4	18.4	pseudo	4
87.34149999999998	0.3	naï	4	18.4	pseudo	5
87.74139999999998	0.3	latch	4	18.4	pseudo	6
88.14119999999998	0.3	osi	4	18.4	pseudo	7
88.54099999999998	0.3	cruide	4	18.4	pseudo	8
88.94079999999998	0.3	qo	4	18.4	pseudo	9
89.34069999999998	0.3	huidu	4	18.4	pseudo	10
89.74049999999998	0.3	ux	4	18.4	pseudo	11
90.14029999999998	0.3	ornit	4	18.4	pseudo	12
90.54009999999998	2.0	+	4	18.4	pseudo	13
92.53920000000001	0.3	pace	4	18.4	pseudo	14
92.9557	0.3	gisse	4	18.4	pseudo	15
93.35549999999999	0.3	gi	4	18.4	pseudo	16
93.73870000000001	0.3	ass	4	18.4	pseudo	17
94.1552	0.3	zau	4	18.4	pseudo	18
94.5383	0.3	aguë	4	18.4	pseudo	19
94.93820000000001	0.3	ol	4	18.4	pseudo	20
95.35459999999999	0.3	ui	4	18.4	pseudo	21
95.73780000000001	0.3	skal	4	18.4	pseudo	22
96.15429999999999	0.3	zé	4	18.4	pseudo	23
96.53750000000001	0.3	vrût	4	18.4	pseudo	24
96.93730000000001	0.3	smais	4	18.4	pseudo	25
97.35379999999999	2.0	+	4	18.4	pseudo	26
99.3362	0.3	pulé	4	18.4	pseudo	27
99.75269999999999	0.3	i	4	18.4	pseudo	28
100.15249999999999	0.3	disrait	4	18.4	pseudo	29
100.5357	0.3	sva	4	18.4	pseudo	30
100.9355	0.3	res	4	18.4	pseudo	31
101.35199999999999	0.3	dong	4	18.4	pseudo	32
101.7351	0.3	repota	4	18.4	pseudo	33
102.15159999999999	0.3	sme	4	18.4	pseudo	34
102.55139999999999	0.3	heucierdre	4	18.4	pseudo	35
102.95129999999999	0.3	i	4	18.4	pseudo	36
103.35109999999999	0.3	sorai	4	18.4	pseudo	37
103.75089999999999	0.3	drar	4	18.4	pseudo	38
104.15069999999999	2.0	+	4	18.4	pseudo	39
106.14979999999998	8.0	+	4	18.4	pseudo	40
114.3462	0.3	le	5	18.4	sentence	1
114.746	0.3	garçon	5	18.4	sentence	2
115.1458	0.3	répond	5	18.4	sentence	3
115.5456	0.3	que	5	18.4	sentence	4
115.9455	0.3	sa	5	18.4	sentence	5
116.3453	0.3	soeur	5	18.4	sentence	6
116.7451	0.3	cherche	5	18.4	sentence	7
117.14489999999999	0.3	un	5	18.4	sentence	8
117.54469999999999	0.3	tube	5	18.4	sentence	9
117.9446	0.3	de	5	18.4	sentence	10
118.3444	0.3	colle	5	18.4	sentence	11
118.74419999999999	0.3	blanche	5	18.4	sentence	12
119.14399999999999	2.0	+	5	18.4	sentence	13
121.14309999999999	0.3	le	5	18.4	sentence	14
121.54299999999999	0.3	chorégraphe	5	18.4	sentence	15
121.94279999999999	0.3	réunit	5	18.4	sentence	16
122.34259999999999	0.3	les	5	18.4	sentence	17
122.74239999999999	0.3	danseurs	5	18.4	sentence	18
123.14219999999999	0.3	qui	5	18.4	sentence	19
123.54209999999999	0.3	veulent	5	18.4	sentence	20
123.94189999999999	0.3	faire	5	18.4	sentence	21
124.34169999999999	0.3	partie	5	18.4	sentence	22
124.74149999999999	0.3	du	5	18.4	sentence	23
125.14129999999999	0.3	prochain	5	18.4	sentence	24
125.54119999999999	0.3	ballet	5	18.4	sentence	25
125.94099999999999	2.0	+	5	18.4	sentence	26
127.94009999999999	0.3	elle	5	18.4	sentence	27
128.3399	0.3	a	5	18.4	sentence	28
128.73969999999997	0.3	oublié	5	18.4	sentence	29
129.13959999999997	0.3	de	5	18.4	sentence	30
129.5394	0.3	prévenir	5	18.4	sentence	31
129.93919999999997	0.3	la	5	18.4	sentence	32
130.3557	0.3	deuxième	5	18.4	sentence	33
130.7389	0.3	vendeuse	5	18.4	sentence	34
131.1553	0.3	du	5	18.4	sentence	35
131.5385	0.3	magasin	5	18.4	sentence	36
131.93829999999997	0.3	de	5	18.4	sentence	37
132.3381	0.3	chaussures	5	18.4	sentence	38
132.738	2.0	+	5	18.4	sentence	39
134.7371	8.0	+	5	18.4	sentence	40
142.95010000000002	0.3	slé	6	18.4	pseudo	1
143.3499	0.3	trautre	6	18.4	pseudo	2
143.74970000000002	0.3	chrompre	6	18.4	pseudo	3
144.1495	0.3	er	6	18.4	pseudo	4
144.54930000000002	0.3	sercrime	6	18.4	pseudo	5
144.94920000000002	0.3	gny	6	18.4	pseudo	6
145.349	0.3	brymphe	6	18.4	pseudo	7
145.74880000000002	0.3	mousonblité	6	18.4	pseudo	8
146.1486	0.3	lo	6	18.4	pseudo	9
146.54840000000002	0.3	sadre	6	18.4	pseudo	10
146.94830000000002	0.3	us	6	18.4	pseudo	11
147.3481	0.3	mârir	6	18.4	pseudo	12
147.74790000000002	2.0	+	6	18.4	pseudo	13
149.747	0.3	co	6	18.4	pseudo	14
150.14690000000002	0.3	comelcart	6	18.4	pseudo	15
150.5467	0.3	simvant	6	18.4	pseudo	16
150.94650000000001	0.3	trà	6	18.4	pseudo	17
151.34629999999999	0.3	jo	6	18.4	pseudo	18
151.7461	0.3	manversez	6	18.4	pseudo	19
152.14600000000002	0.3	seche	6	18.4	pseudo	20
152.54579999999999	0.3	danlicès	6	18.4	pseudo	21
152.9456	0.3	olk	6	18.4	pseudo	22
153.34539999999998	0.3	pabric	6	18.4	pseudo	23
153.7452	0.3	ud	6	18.4	pseudo	24
154.1451	0.3	lèton	6	18.4	pseudo	25
154.54489999999998	2.0	+	6	18.4	pseudo	26
156.54399999999998	0.3	qe	6	18.4	pseudo	27
156.9438	0.3	bourêle	6	18.4	pseudo	28
157.34359999999998	0.3	ocpresde	6	18.4	pseudo	29
157.74349999999998	0.3	vry	6	18.4	pseudo	30
158.1433	0.3	glueux	6	18.4	pseudo	31
158.54309999999998	0.3	heubise	6	18.4	pseudo	32
158.9429	0.3	aletdée	6	18.4	pseudo	33
159.34269999999998	0.3	spû	6	18.4	pseudo	34
159.74259999999998	0.3	hiz	6	18.4	pseudo	35
160.1424	0.3	tefivice	6	18.4	pseudo	36
160.54219999999998	0.3	al	6	18.4	pseudo	37
160.942	0.3	exane	6	18.4	pseudo	38
161.34179999999998	2.0	+	6	18.4	pseudo	39
163.341	8.0	+	6	18.4	pseudo	40
171.53730000000002	0.3	il	7	18.4	sentence	1
171.9538	0.3	reçoit	7	18.4	sentence	2
172.35359999999997	0.3	un	7	18.4	sentence	3
172.73680000000002	0.3	sac	7	18.4	sentence	4
173.15319999999997	0.3	de	7	18.4	sentence	5
173.53640000000001	0.3	céréales	7	18.4	sentence	6
173.93619999999999	0.3	cultivées	7	18.4	sentence	7
174.35269999999997	0.3	dans	7	18.4	sentence	8
174.73590000000002	0.3	le	7	18.4	sentence	9
175.15229999999997	0.3	nord	7	18.4	sentence	10
175.5355	0.3	du	7	18.4	sentence	11
175.93529999999998	0.3	pays	7	18.4	sentence	12
176.35179999999997	2.0	+	7	18.4	sentence	13
178.33429999999998	0.3	il	7	18.4	sentence	14
178.7507	0.3	vérifie	7	18.4	sentence	15
179.1506	0.3	les	7	18.4	sentence	16
179.55039999999997	0.3	installations	7	18.4	sentence	17
179.9502	0.3	qui	7	18.4	sentence	18
180.34999999999997	0.3	assurent	7	18.4	sentence	19
180.74989999999997	0.3	la	7	18.4	sentence	20
181.1497	0.3	sécurité	7	18.4	sentence	21
181.54949999999997	0.3	des	7	18.4	sentence	22
181.9493	0.3	passagers	7	18.4	sentence	23
182.34909999999996	0.3	du	7	18.4	sentence	24
182.74899999999997	0.3	vol	7	18.4	sentence	25
183.1488	0.3	appuyez	7	18.4	sentence	26
183.93179999999995	2.0	+	7	18.4	sentence	27
185.1479	0.3	elle	7	18.4	sentence	28
185.4977	0.3	a	7	18.4	sentence	29
185.89759999999995	0.3	accepté	7	18.4	sentence	30
186.29739999999998	0.3	que	7	18.4	sentence	31
186.69719999999995	0.3	son	7	18.4	sentence	32
187.09699999999998	0.3	fils	7	18.4	sentence	33
187.4968	0.3	achète	7	18.4	sentence	34
187.89669999999995	0.3	une	7	18.4	sentence	35
188.29649999999998	0.3	télévision	7	18.4	sentence	36
188.6963	0.3	à	7	18.4	sentence	37
189.09609999999998	0.3	écran	7	18.4	sentence	38
189.4959	0.3	plat	7	18.4	sentence	39
189.8958	2.0	+	7	18.4	sentence	40
191.8949	8.0	+	7	18.4	sentence	41
200.14119999999997	0.3	da	8	18.4	pseudo	1
200.541	0.3	mavoies	8	18.4	pseudo	2
200.9409	0.3	aka	8	18.4	pseudo	3
201.34069999999997	0.3	farites	8	18.4	pseudo	4
201.7405	0.3	prender	8	18.4	pseudo	5
202.14029999999997	0.3	zam	8	18.4	pseudo	6
202.5401	0.3	asieur	8	18.4	pseudo	7
202.94	0.3	qud	8	18.4	pseudo	8
203.33979999999997	0.3	cetquasa	8	18.4	pseudo	9
203.7396	0.3	rèle	8	18.4	pseudo	10
204.13939999999997	0.3	ow	8	18.4	pseudo	11
204.5392	0.3	phetch	8	18.4	pseudo	12
204.9391	2.0	+	8	18.4	pseudo	13
206.9382	0.3	gi	8	18.4	pseudo	14
207.3546	0.3	cepolui	8	18.4	pseudo	15
207.7378	0.3	co	8	18.4	pseudo	16
208.13759999999996	0.3	tyverde	8	18.4	pseudo	17
208.5374	0.3	spe	8	18.4	pseudo	18
208.9373	0.3	rédinait	8	18.4	pseudo	19
209.33709999999996	0.3	phapicun	8	18.4	pseudo	20
209.7369	0.3	ec	8	18.4	pseudo	21
210.13669999999996	0.3	réq	8	18.4	pseudo	22
210.5365	0.3	cosbe	8	18.4	pseudo	23
210.9364	0.3	rétat	8	18.4	pseudo	24
211.33619999999996	0.3	atnêres	8	18.4	pseudo	25
211.736	2.0	+	8	18.4	pseudo	26
213.7351	0.3	ar	8	18.4	pseudo	27
214.15159999999997	0.3	garmiscoru	8	18.4	pseudo	28
214.53479999999996	0.3	pnot	8	18.4	pseudo	29
214.9513	0.3	prirare	8	18.4	pseudo	30
215.35109999999997	0.3	jax	8	18.4	pseudo	31
215.7509	0.3	baiterlée	8	18.4	pseudo	32
216.15069999999997	0.3	nif	8	18.4	pseudo	33
216.5505	0.3	patcucige	8	18.4	pseudo	34
216.9504	0.3	ins	8	18.4	pseudo	35
217.35019999999997	0.3	aluri	8	18.4	pseudo	36
217.75	0.3	spha	8	18.4	pseudo	37
218.14979999999997	0.3	pèmanferlons	8	18.4	pseudo	38
218.5496	2.0	+	8	18.4	pseudo	39
220.5487	8.0	+	8	18.4	pseudo	40
228.74509999999998	0.3	il	9	18.4	sentence	1
229.1449	0.3	écoute	9	18.4	sentence	2
229.54469999999998	0.3	le	9	18.4	sentence	3
229.94459999999998	0.3	concierge	9	18.4	sentence	4
230.3444	0.3	raconter	9	18.4	sentence	5
230.74419999999998	0.3	les	9	18.4	sentence	6
231.144	0.3	aventures	9	18.4	sentence	7
231.5439	0.3	du	9	18.4	sentence	8
231.94369999999998	0.3	locataire	9	18.4	sentence	9
232.3435	0.3	du	9	18.4	sentence	10
232.74329999999998	0.3	premier	9	18.4	sentence	11
233.1431	0.3	étage	9	18.4	sentence	12
233.543	2.0	+	9	18.4	sentence	13
235.5421	0.3	la	9	18.4	sentence	14
235.94189999999998	0.3	chanteuse	9	18.4	sentence	15
236.3417	0.3	jette	9	18.4	sentence	16
236.74149999999997	0.3	le	9	18.4	sentence	17
237.1413	0.3	dé	9	18.4	sentence	18
237.5412	0.3	qui	9	18.4	sentence	19
237.94099999999997	0.3	roule	9	18.4	sentence	20
238.3408	0.3	sur	9	18.4	sentence	21
238.74059999999997	0.3	la	9	18.4	sentence	22
239.1404	0.3	table	9	18.4	sentence	23
239.5403	0.3	de	9	18.4	sentence	24
239.94009999999997	0.3	jeu	9	18.4	sentence	25
240.3399	2.0	+	9	18.4	sentence	26
242.339	0.3	il	9	18.4	sentence	27
242.75549999999998	0.3	compte	9	18.4	sentence	28
243.15529999999995	0.3	les	9	18.4	sentence	29
243.5385	0.3	mots	9	18.4	sentence	30
243.93829999999997	0.3	qui	9	18.4	sentence	31
244.35479999999995	0.3	couvrent	9	18.4	sentence	32
244.738	0.3	la	9	18.4	sentence	33
245.15439999999995	0.3	page	9	18.4	sentence	34
245.5376	0.3	imprimée	9	18.4	sentence	35
245.93739999999997	0.3	en	9	18.4	sentence	36
246.3372	0.3	petits	9	18.4	sentence	37
246.7371	0.3	caractères	9	18.4	sentence	38
247.15359999999998	2.0	+	9	18.4	sentence	39
249.13599999999997	8.0	+	9	18.4	sentence	40
257.349	0.3	pous	10	18.4	pseudo	1
257.74879999999996	0.3	dunaislait	10	18.4	pseudo	2
258.1486	0.3	ila	10	18.4	pseudo	3
258.5485	0.3	enpa	10	18.4	pseudo	4
258.94829999999996	0.3	ocse	10	18.4	pseudo	5
259.3481	0.3	lartie	10	18.4	pseudo	6
259.74789999999996	0.3	gi	10	18.4	pseudo	7
260.1477	0.3	moncine	10	18.4	pseudo	8
260.5476	0.3	héver	10	18.4	pseudo	9
260.94739999999996	0.3	branne	10	18.4	pseudo	10
261.3472	0.3	jo	10	18.4	pseudo	11
261.74699999999996	0.3	cramfernir	10	18.4	pseudo	12
262.14689999999996	2.0	+	10	18.4	pseudo	13
264.1459	0.3	apgé	10	18.4	pseudo	14
264.5458	0.3	vonne	10	18.4	pseudo	15
264.94559999999996	0.3	um	10	18.4	pseudo	16
265.3454	0.3	gâvanprès	10	18.4	pseudo	17
265.74519999999995	0.3	co	10	18.4	pseudo	18
266.14509999999996	0.3	sotes	10	18.4	pseudo	19
266.5449	0.3	row	10	18.4	pseudo	20
266.94469999999995	0.3	fe	10	18.4	pseudo	21
267.3445	0.3	tène	10	18.4	pseudo	22
267.74429999999995	0.3	ogir	10	18.4	pseudo	23
268.14419999999996	0.3	sqâle	10	18.4	pseudo	24
268.544	0.3	raplui	10	18.4	pseudo	25
268.94379999999995	2.0	+	10	18.4	pseudo	26
270.9429	0.3	fe	10	18.4	pseudo	27
271.3427	0.3	notys	10	18.4	pseudo	28
271.7426	0.3	sat	10	18.4	pseudo	29
272.1424	0.3	ir	10	18.4	pseudo	30
272.5422	0.3	afecler	10	18.4	pseudo	31
272.942	0.3	cramièté	10	18.4	pseudo	32
273.34189999999995	0.3	he	10	18.4	pseudo	33
273.7417	0.3	disgenquent	10	18.4	pseudo	34
274.1415	0.3	ui	10	18.4	pseudo	35
274.5413	0.3	ros	10	18.4	pseudo	36
274.9411	0.3	ansins	10	18.4	pseudo	37
275.341	0.3	souvons	10	18.4	pseudo	38
275.7408	2.0	+	10	18.4	pseudo	39
277.7399	8.0	+	10	18.4	pseudo	40
285.9362	0.3	le	11	18.4	sentence	1
286.35269999999997	0.3	chanvre	11	18.4	sentence	2
286.73589999999996	0.3	est	11	18.4	sentence	3
287.1524	0.3	une	11	18.4	sentence	4
287.53549999999996	0.3	fibre	11	18.4	sentence	5
287.9353	0.3	qui	11	18.4	sentence	6
288.35179999999997	0.3	donne	11	18.4	sentence	7
288.73499999999996	0.3	de	11	18.4	sentence	8
289.1348	0.3	la	11	18.4	sentence	9
289.55129999999997	0.3	toile	11	18.4	sentence	10
289.9511	0.3	trop	11	18.4	sentence	11
290.35089999999997	0.3	rêche	11	18.4	sentence	12
290.75079999999997	2.0	+	11	18.4	sentence	13
292.74989999999997	0.3	elle	11	18.4	sentence	14
293.1497	0.3	coupe	11	18.4	sentence	15
293.54949999999997	0.3	le	11	18.4	sentence	16
293.9493	0.3	fil	11	18.4	sentence	17
294.34909999999996	0.3	qui	11	18.4	sentence	18
294.74899999999997	0.3	pend	11	18.4	sentence	19
295.1488	0.3	de	11	18.4	sentence	20
295.54859999999996	0.3	sa	11	18.4	sentence	21
295.9484	0.3	robe	11	18.4	sentence	22
296.34819999999996	0.3	en	11	18.4	sentence	23
296.74809999999997	0.3	soie	11	18.4	sentence	24
297.1479	0.3	noire	11	18.4	sentence	25
297.54769999999996	2.0	+	11	18.4	sentence	26
299.54679999999996	0.3	le	11	18.4	sentence	27
299.9466	0.3	prêtre	11	18.4	sentence	28
300.3465	0.3	salue	11	18.4	sentence	29
300.74629999999996	0.3	le	11	18.4	sentence	30
301.1461	0.3	menuisier	11	18.4	sentence	31
301.54589999999996	0.3	qui	11	18.4	sentence	32
301.94579999999996	0.3	répare	11	18.4	sentence	33
302.3456	0.3	le	11	18.4	sentence	34
302.74539999999996	0.3	plafond	11	18.4	sentence	35
303.1452	0.3	de	11	18.4	sentence	36
303.54499999999996	0.3	la	11	18.4	sentence	37
303.9448	0.3	chapelle	11	18.4	sentence	38
304.3447	2.0	+	11	18.4	sentence	39
306.3438	8.0	+	11	18.4	sentence	40
314.5401	0.3	zy	12	18.4	pseudo	1
314.94	0.3	cutonséce	12	18.4	pseudo	2
315.33979999999997	0.3	didis	12	18.4	pseudo	3
315.7396	0.3	gi	12	18.4	pseudo	4
316.13939999999997	0.3	na	12	18.4	pseudo	5
316.5392	0.3	ité	12	18.4	pseudo	6
316.9391	0.3	sqyan	12	18.4	pseudo	7
317.33889999999997	0.3	zac	12	18.4	pseudo	8
317.7387	0.3	na	12	18.4	pseudo	9
318.13849999999996	0.3	pnube	12	18.4	pseudo	10
318.5383	0.3	na	12	18.4	pseudo	11
318.9382	0.3	vça	12	18.4	pseudo	12
319.33799999999997	2.0	+	12	18.4	pseudo	13
321.33709999999996	0.3	ow	12	18.4	pseudo	14
321.7536	0.3	juslere	12	18.4	pseudo	15
322.13669999999996	0.3	béme	12	18.4	pseudo	16
322.53659999999996	0.3	iz	12	18.4	pseudo	17
322.9364	0.3	sbié	12	18.4	pseudo	18
323.33619999999996	0.3	fe	12	18.4	pseudo	19
323.736	0.3	aq	12	18.4	pseudo	20
324.13579999999996	0.3	ovver	12	18.4	pseudo	21
324.53569999999996	0.3	acoucution	12	18.4	pseudo	22
324.9355	0.3	os	12	18.4	pseudo	23
325.33529999999996	0.3	tenver	12	18.4	pseudo	24
325.7351	0.3	rub	12	18.4	pseudo	25
326.135	2.0	+	12	18.4	pseudo	26
328.1341	0.3	ub	12	18.4	pseudo	27
328.5505	0.3	prérume	12	18.4	pseudo	28
328.9504	0.3	chosins	12	18.4	pseudo	29
329.3502	0.3	zy	12	18.4	pseudo	30
329.75	0.3	têfile	12	18.4	pseudo	31
330.14979999999997	0.3	ko	12	18.4	pseudo	32
330.5496	0.3	the	12	18.4	pseudo	33
330.9495	0.3	adenbes	12	18.4	pseudo	34
331.34929999999997	0.3	ko	12	18.4	pseudo	35
331.7491	0.3	menna	12	18.4	pseudo	36
332.14889999999997	0.3	zû	12	18.4	pseudo	37
332.54879999999997	0.3	mênuvois	12	18.4	pseudo	38
332.9486	2.0	+	12	18.4	pseudo	39
334.9477	8.0	+	12	18.4	pseudo	40
343.144	0.3	le	13	18.4	sentence	1
343.5439	0.3	rat	13	18.4	sentence	2
343.9437	0.3	sort	13	18.4	sentence	3
344.3435	0.3	de	13	18.4	sentence	4
344.7433	0.3	son	13	18.4	sentence	5
345.1431	0.3	trou	13	18.4	sentence	6
345.543	0.3	creusé	13	18.4	sentence	7
345.9428	0.3	dans	13	18.4	sentence	8
346.3426	0.3	le	13	18.4	sentence	9
346.7424	0.3	mur	13	18.4	sentence	10
347.1422	0.3	du	13	18.4	sentence	11
347.5421	0.3	salon	13	18.4	sentence	12
347.9419	2.0	+	13	18.4	sentence	13
349.941	0.3	le	13	18.4	sentence	14
350.3408	0.3	notaire	13	18.4	sentence	15
350.7406	0.3	consulte	13	18.4	sentence	16
351.1405	0.3	les	13	18.4	sentence	17
351.5403	0.3	lourds	13	18.4	sentence	18
351.9401	0.3	volumes	13	18.4	sentence	19
352.3399	0.3	empilés	13	18.4	sentence	20
352.73969999999997	0.3	sur	13	18.4	sentence	21
353.15619999999996	0.3	les	13	18.4	sentence	22
353.5394	0.3	étagères	13	18.4	sentence	23
353.93919999999997	0.3	de	13	18.4	sentence	24
354.339	0.3	métal	13	18.4	sentence	25
354.7389	2.0	+	13	18.4	sentence	26
356.738	0.3	la	13	18.4	sentence	27
357.15439999999995	0.3	cuisinière	13	18.4	sentence	28
357.5376	0.3	fait	13	18.4	sentence	29
357.93739999999997	0.3	griller	13	18.4	sentence	30
358.35389999999995	0.3	des	13	18.4	sentence	31
358.7371	0.3	noisettes	13	18.4	sentence	32
359.1535	0.3	qui	13	18.4	sentence	33
359.5367	0.3	répandent	13	18.4	sentence	34
359.93649999999997	0.3	une	13	18.4	sentence	35
360.353	0.3	odeur	13	18.4	sentence	36
360.7362	0.3	très	13	18.4	sentence	37
361.13599999999997	0.3	appétissante	13	18.4	sentence	38
361.5358	2.0	+	13	18.4	sentence	39
363.5349	8.0	+	13	18.4	sentence	40
371.74789999999996	0.3	cone	14	18.4	pseudo	1
372.14779999999996	0.3	i	14	18.4	pseudo	2
372.5476	0.3	scinge	14	18.4	pseudo	3
372.94739999999996	0.3	ps	14	18.4	pseudo	4
373.3472	0.3	sedaient	14	18.4	pseudo	5
373.74699999999996	0.3	ir	14	18.4	pseudo	6
374.1473	0.3	anertres	14	18.4	pseudo	7
374.5467	0.3	enlenait	14	18.4	pseudo	8
374.94649999999996	0.3	uo	14	18.4	pseudo	9
