onset	duration	sample	value	trial_type	response_time	stim_file
487.66	n/a	n/a	S201	FB: Win	n/a	n/a
488.746	n/a	n/a	S  1	Fixation	n/a	n/a
489.508	n/a	n/a	S104	CUE: 231	n/a	n/a
490.768	n/a	n/a	S  4	Up Button	n/a	n/a
491.042	n/a	n/a	S201	FB: Win	n/a	n/a
492.116	n/a	n/a	S  1	Fixation	n/a	n/a
492.946	n/a	n/a	S106	CUE: 321	n/a	n/a
493.704	n/a	n/a	S  2	Right Button	n/a	n/a
494.048	n/a	n/a	S200	FB: Loss	n/a	n/a
495.134	n/a	n/a	S  1	Fixation	n/a	n/a
495.471	0.82	n/a	boundary	n/a	n/a	n/a
495.928	n/a	n/a	S  2	Right Button	n/a	n/a
496.152	n/a	n/a	S200	FB: Loss	n/a	n/a
497.234	n/a	n/a	S  1	Fixation	n/a	n/a
497.904	n/a	n/a	S106	CUE: 321	n/a	n/a
498.416	n/a	n/a	S  3	Left Button	n/a	n/a
498.7	n/a	n/a	S201	FB: Win	n/a	n/a
499.786	n/a	n/a	S  1	Fixation	n/a	n/a
500.466	n/a	n/a	S105	CUE: 312	n/a	n/a
502.018	n/a	n/a	S 99	No Response	n/a	n/a
502.242	n/a	n/a	S199	FB: No Resp	n/a	n/a
502.655	0.57	n/a	boundary	n/a	n/a	n/a
502.752	n/a	n/a	S  1	Fixation	n/a	n/a
503.502	n/a	n/a	S101	CUE: 123	n/a	n/a
505.068	n/a	n/a	S 99	No Response	n/a	n/a
505.352	n/a	n/a	S199	FB: No Resp	n/a	n/a
505.837	0.498	n/a	boundary	n/a	n/a	n/a
505.94	n/a	n/a	S  1	Fixation	n/a	n/a
506.66	n/a	n/a	S106	CUE: 321	n/a	n/a
507.188	n/a	n/a	S  4	Up Button	n/a	n/a
507.522	n/a	n/a	S201	FB: Win	n/a	n/a
508.608	n/a	n/a	S  1	Fixation	n/a	n/a
509.44	n/a	n/a	S104	CUE: 231	n/a	n/a
510.464	n/a	n/a	S  2	Right Button	n/a	n/a
510.618	n/a	n/a	S200	FB: Loss	n/a	n/a
511.694	n/a	n/a	S  1	Fixation	n/a	n/a
512.504	n/a	n/a	S105	CUE: 312	n/a	n/a
513.412	n/a	n/a	S  4	Up Button	n/a	n/a
513.676	n/a	n/a	S201	FB: Win	n/a	n/a
514.762	n/a	n/a	S  1	Fixation	n/a	n/a
515.554	n/a	n/a	S106	CUE: 321	n/a	n/a
516.404	n/a	n/a	S  3	Left Button	n/a	n/a
516.758	n/a	n/a	S201	FB: Win	n/a	n/a
517.832	n/a	n/a	S  1	Fixation	n/a	n/a
518.674	n/a	n/a	S101	CUE: 123	n/a	n/a
519.328	n/a	n/a	S  2	Right Button	n/a	n/a
519.492	n/a	n/a	S201	FB: Win	n/a	n/a
520.568	n/a	n/a	S  1	Fixation	n/a	n/a
521.338	n/a	n/a	S105	CUE: 312	n/a	n/a
522.028	n/a	n/a	S  4	Up Button	n/a	n/a
522.342	n/a	n/a	S201	FB: Win	n/a	n/a
523.42	n/a	n/a	S  1	Fixation	n/a	n/a
524.26	n/a	n/a	S102	CUE: 132	n/a	n/a
525.056	n/a	n/a	S  3	Left Button	n/a	n/a
525.32	n/a	n/a	S201	FB: Win	n/a	n/a
526.169	0.57	n/a	boundary	n/a	n/a	n/a
526.566	n/a	n/a	S101	CUE: 123	n/a	n/a
527.11	n/a	n/a	S  3	Left Button	n/a	n/a
527.384	n/a	n/a	S201	FB: Win	n/a	n/a
527.885	0.892	n/a	boundary	n/a	n/a	n/a
528.26	n/a	n/a	S106	CUE: 321	n/a	n/a
529.65	n/a	n/a	S  4	Up Button	n/a	n/a
529.984	n/a	n/a	S200	FB: Loss	n/a	n/a
531.064	n/a	n/a	S  1	Fixation	n/a	n/a
531.856	n/a	n/a	S105	CUE: 312	n/a	n/a
532.454	n/a	n/a	S  2	Right Button	n/a	n/a
532.678	n/a	n/a	S201	FB: Win	n/a	n/a
533.75	n/a	n/a	S  1	Fixation	n/a	n/a
534.442	n/a	n/a	S103	CUE: 213	n/a	n/a
535.394	n/a	n/a	S  4	Up Button	n/a	n/a
535.548	n/a	n/a	S200	FB: Loss	n/a	n/a
536.141	0.57	n/a	boundary	n/a	n/a	n/a
536.72	n/a	n/a	S102	CUE: 132	n/a	n/a
538.282	n/a	n/a	S 99	No Response	n/a	n/a
538.596	n/a	n/a	S199	FB: No Resp	n/a	n/a
538.751	0.82	n/a	boundary	n/a	n/a	n/a
538.848	n/a	n/a	S  1	Fixation	n/a	n/a
539.67	n/a	n/a	S104	CUE: 231	n/a	n/a
540.284	n/a	n/a	S  4	Up Button	n/a	n/a
540.598	n/a	n/a	S200	FB: Loss	n/a	n/a
541.684	n/a	n/a	S  1	Fixation	n/a	n/a
542.464	n/a	n/a	S106	CUE: 321	n/a	n/a
542.908	n/a	n/a	S  3	Left Button	n/a	n/a
543.092	n/a	n/a	S201	FB: Win	n/a	n/a
544.168	n/a	n/a	S  1	Fixation	n/a	n/a
544.84	n/a	n/a	S104	CUE: 231	n/a	n/a
545.448	n/a	n/a	S  3	Left Button	n/a	n/a
545.632	n/a	n/a	S201	FB: Win	n/a	n/a
546.704	n/a	n/a	S  1	Fixation	n/a	n/a
547.466	n/a	n/a	S101	CUE: 123	n/a	n/a
548.848	n/a	n/a	S  3	Left Button	n/a	n/a
549.142	n/a	n/a	S201	FB: Win	n/a	n/a
550.224	n/a	n/a	S  1	Fixation	n/a	n/a
550.944	n/a	n/a	S106	CUE: 321	n/a	n/a
551.548	n/a	n/a	S  4	Up Button	n/a	n/a
551.712	n/a	n/a	S200	FB: Loss	n/a	n/a
552.223	0.57	n/a	boundary	n/a	n/a	n/a
553.074	n/a	n/a	S102	CUE: 132	n/a	n/a
554.366	n/a	n/a	S  3	Left Button	n/a	n/a
554.69	n/a	n/a	S200	FB: Loss	n/a	n/a
555.774	n/a	n/a	S  1	Fixation	n/a	n/a
556.516	n/a	n/a	S101	CUE: 123	n/a	n/a
557.234	n/a	n/a	S  4	Up Button	n/a	n/a
557.528	n/a	n/a	S201	FB: Win	n/a	n/a
558.61	n/a	n/a	S  1	Fixation	n/a	n/a
559.312	n/a	n/a	S103	CUE: 213	n/a	n/a
559.93	n/a	n/a	S  4	Up Button	n/a	n/a
560.204	n/a	n/a	S200	FB: Loss	n/a	n/a
560.729	0.57	n/a	boundary	n/a	n/a	n/a
561.42	n/a	n/a	S104	CUE: 231	n/a	n/a
562.032	n/a	n/a	S  2	Right Button	n/a	n/a
562.216	n/a	n/a	S201	FB: Win	n/a	n/a
563.294	n/a	n/a	S  1	Fixation	n/a	n/a
564.116	n/a	n/a	S106	CUE: 321	n/a	n/a
565.12	n/a	n/a	S  4	Up Button	n/a	n/a
565.294	n/a	n/a	S201	FB: Win	n/a	n/a
566.38	n/a	n/a	S  1	Fixation	n/a	n/a
567.162	n/a	n/a	S101	CUE: 123	n/a	n/a
568.52	n/a	n/a	S  3	Left Button	n/a	n/a
568.794	n/a	n/a	S200	FB: Loss	n/a	n/a
569.866	n/a	n/a	S  1	Fixation	n/a	n/a
569.999	2.07	n/a	boundary	n/a	n/a	n/a
570.598	n/a	n/a	S  1	Fixation	n/a	n/a
571.31	n/a	n/a	S102	CUE: 132	n/a	n/a
572.838	n/a	n/a	S  4	Up Button	n/a	n/a
573.002	n/a	n/a	S201	FB: Win	n/a	n/a
574.084	n/a	n/a	S  1	Fixation	n/a	n/a
574.836	n/a	n/a	S101	CUE: 123	n/a	n/a
575.654	n/a	n/a	S  2	Right Button	n/a	n/a
575.878	n/a	n/a	S201	FB: Win	n/a	n/a
576.954	n/a	n/a	S  1	Fixation	n/a	n/a
577.734	n/a	n/a	S101	CUE: 123	n/a	n/a
578.526	n/a	n/a	S  2	Right Button	n/a	n/a
578.69	n/a	n/a	S201	FB: Win	n/a	n/a
579.772	n/a	n/a	S  1	Fixation	n/a	n/a
580.604	n/a	n/a	S103	CUE: 213	n/a	n/a
581.654	n/a	n/a	S  3	Left Button	n/a	n/a
581.918	n/a	n/a	S201	FB: Win	n/a	n/a
582.99	n/a	n/a	S  1	Fixation	n/a	n/a
583.802	n/a	n/a	S105	CUE: 312	n/a	n/a
584.638	n/a	n/a	S  4	Up Button	n/a	n/a
584.88	n/a	n/a	S200	FB: Loss	n/a	n/a
585.96	n/a	n/a	S  1	Fixation	n/a	n/a
586.672	n/a	n/a	S102	CUE: 132	n/a	n/a
587.85	n/a	n/a	S  2	Right Button	n/a	n/a
588.192	n/a	n/a	S200	FB: Loss	n/a	n/a
589.28	n/a	n/a	S  1	Fixation	n/a	n/a
589.95	n/a	n/a	S104	CUE: 231	n/a	n/a
590.406	n/a	n/a	S  3	Left Button	n/a	n/a
590.678	n/a	n/a	S200	FB: Loss	n/a	n/a
591.764	n/a	n/a	S  1	Fixation	n/a	n/a
592.546	n/a	n/a	S104	CUE: 231	n/a	n/a
593.69	n/a	n/a	S  4	Up Button	n/a	n/a
594.042	n/a	n/a	S201	FB: Win	n/a	n/a
595.116	n/a	n/a	S  1	Fixation	n/a	n/a
595.838	n/a	n/a	S104	CUE: 231	n/a	n/a
597.4	n/a	n/a	S 99	No Response	n/a	n/a
597.664	n/a	n/a	S199	FB: No Resp	n/a	n/a
598.736	n/a	n/a	S  1	Fixation	n/a	n/a
599.458	n/a	n/a	S102	CUE: 132	n/a	n/a
599.886	n/a	n/a	S  4	Up Button	n/a	n/a
600.228	n/a	n/a	S201	FB: Win	n/a	n/a
601.306	n/a	n/a	S  1	Fixation	n/a	n/a
601.966	n/a	n/a	S104	CUE: 231	n/a	n/a
602.666	n/a	n/a	S  4	Up Button	n/a	n/a
602.878	n/a	n/a	S201	FB: Win	n/a	n/a
603.956	n/a	n/a	S  1	Fixation	n/a	n/a
604.738	n/a	n/a	S101	CUE: 123	n/a	n/a
605.926	n/a	n/a	S  3	Left Button	n/a	n/a
606.138	n/a	n/a	S200	FB: Loss	n/a	n/a
606.433	0.82	n/a	boundary	n/a	n/a	n/a
607.2	n/a	n/a	S101	CUE: 123	n/a	n/a
608	n/a	n/a	S  4	Up Button	n/a	n/a
608.244	n/a	n/a	S200	FB: Loss	n/a	n/a
609.326	n/a	n/a	S  1	Fixation	n/a	n/a
610.146	n/a	n/a	S103	CUE: 213	n/a	n/a
611.144	n/a	n/a	S  4	Up Button	n/a	n/a
611.378	n/a	n/a	S200	FB: Loss	n/a	n/a
612.46	n/a	n/a	S  1	Fixation	n/a	n/a
613.192	n/a	n/a	S106	CUE: 321	n/a	n/a
614.744	n/a	n/a	S 99	No Response	n/a	n/a
615.018	n/a	n/a	S199	FB: No Resp	n/a	n/a
616.098	n/a	n/a	S  1	Fixation	n/a	n/a
616.778	n/a	n/a	S106	CUE: 321	n/a	n/a
617.98	n/a	n/a	S  2	Right Button	n/a	n/a
618.314	n/a	n/a	S200	FB: Loss	n/a	n/a
619.4	n/a	n/a	S  1	Fixation	n/a	n/a
620.21	n/a	n/a	S103	CUE: 213	n/a	n/a
621.616	n/a	n/a	S  4	Up Button	n/a	n/a
621.94	n/a	n/a	S200	FB: Loss	n/a	n/a
622.191	0.57	n/a	boundary	n/a	n/a	n/a
622.448	n/a	n/a	S  1	Fixation	n/a	n/a
623.15	n/a	n/a	S103	CUE: 213	n/a	n/a
624.716	n/a	n/a	S 99	No Response	n/a	n/a
625.04	n/a	n/a	S199	FB: No Resp	n/a	n/a
625.373	0.82	n/a	boundary	n/a	n/a	n/a
625.97	n/a	n/a	S101	CUE: 123	n/a	n/a
626.658	n/a	n/a	S  4	Up Button	n/a	n/a
627.012	n/a	n/a	S201	FB: Win	n/a	n/a
628.084	n/a	n/a	S  1	Fixation	n/a	n/a
628.906	n/a	n/a	S104	CUE: 231	n/a	n/a
629.726	n/a	n/a	S  3	Left Button	n/a	n/a
630.04	n/a	n/a	S200	FB: Loss	n/a	n/a
630.521	0.57	n/a	boundary	n/a	n/a	n/a
630.55	n/a	n/a	S  1	Fixation	n/a	n/a
631.27	n/a	n/a	S105	CUE: 312	n/a	n/a
632.676	n/a	n/a	S  3	Left Button	n/a	n/a
632.91	n/a	n/a	S201	FB: Win	n/a	n/a
633.986	n/a	n/a	S  1	Fixation	n/a	n/a
634.806	n/a	n/a	S103	CUE: 213	n/a	n/a
635.592	n/a	n/a	S  3	Left Button	n/a	n/a
635.936	n/a	n/a	S201	FB: Win	n/a	n/a
637.022	n/a	n/a	S  1	Fixation	n/a	n/a
637.852	n/a	n/a	S101	CUE: 123	n/a	n/a
639.406	n/a	n/a	S 99	No Response	n/a	n/a
639.668	n/a	n/a	S199	FB: No Resp	n/a	n/a
639.991	1.07	n/a	boundary	n/a	n/a	n/a
640.885	0.57	n/a	boundary	n/a	n/a	n/a
641.781	2.214	n/a	boundary	n/a	n/a	n/a
642.425	0.82	n/a	boundary	n/a	n/a	n/a
645.69	n/a	n/a	S  1	Fixation	n/a	n/a
646.452	n/a	n/a	S104	CUE: 231	n/a	n/a
648.008	n/a	n/a	S 99	No Response	n/a	n/a
648.222	n/a	n/a	S199	FB: No Resp	n/a	n/a
649.294	n/a	n/a	S  1	Fixation	n/a	n/a
650.024	n/a	n/a	S102	CUE: 132	n/a	n/a
650.666	n/a	n/a	S  4	Up Button	n/a	n/a
651.02	n/a	n/a	S201	FB: Win	n/a	n/a
652.096	n/a	n/a	S  1	Fixation	n/a	n/a
652.926	n/a	n/a	S103	CUE: 213	n/a	n/a
653.65	n/a	n/a	S  4	Up Button	n/a	n/a
653.874	n/a	n/a	S201	FB: Win	n/a	n/a
654.948	n/a	n/a	S  1	Fixation	n/a	n/a
655.78	n/a	n/a	S103	CUE: 213	n/a	n/a
657.332	n/a	n/a	S 99	No Response	n/a	n/a
657.674	n/a	n/a	S199	FB: No Resp	n/a	n/a
657.863	0.892	n/a	boundary	n/a	n/a	n/a
658.64	n/a	n/a	S105	CUE: 312	n/a	n/a
659.19	n/a	n/a	S  4	Up Button	n/a	n/a
659.524	n/a	n/a	S200	FB: Loss	n/a	n/a
660.61	n/a	n/a	S  1	Fixation	n/a	n/a
661.442	n/a	n/a	S103	CUE: 213	n/a	n/a
662.398	n/a	n/a	S  4	Up Button	n/a	n/a
662.642	n/a	n/a	S200	FB: Loss	n/a	n/a
663.714	n/a	n/a	S  1	Fixation	n/a	n/a
664.464	n/a	n/a	S102	CUE: 132	n/a	n/a
666.03	n/a	n/a	S 99	No Response	n/a	n/a
666.234	n/a	n/a	S199	FB: No Resp	n/a	n/a
667.316	n/a	n/a	S  1	Fixation	n/a	n/a
668.168	n/a	n/a	S103	CUE: 213	n/a	n/a
669.054	n/a	n/a	S  4	Up Button	n/a	n/a
669.298	n/a	n/a	S200	FB: Loss	n/a	n/a
670.386	n/a	n/a	S  1	Fixation	n/a	n/a
671.086	n/a	n/a	S104	CUE: 231	n/a	n/a
671.738	n/a	n/a	S  3	Left Button	n/a	n/a
672.052	n/a	n/a	S200	FB: Loss	n/a	n/a
673.138	n/a	n/a	S  1	Fixation	n/a	n/a
673.928	n/a	n/a	S103	CUE: 213	n/a	n/a
674.69	n/a	n/a	S  2	Right Button	n/a	n/a
674.924	n/a	n/a	S201	FB: Win	n/a	n/a
675.837	1.14	n/a	boundary	n/a	n/a	n/a
676.17	n/a	n/a	S  2	Right Button	n/a	n/a
676.524	n/a	n/a	S201	FB: Win	n/a	n/a
677.602	n/a	n/a	S  1	Fixation	n/a	n/a
678.372	n/a	n/a	S105	CUE: 312	n/a	n/a
679.49	n/a	n/a	S  4	Up Button	n/a	n/a
679.704	n/a	n/a	S200	FB: Loss	n/a	n/a
679.841	0.892	n/a	boundary	n/a	n/a	n/a
679.896	n/a	n/a	S  1	Fixation	n/a	n/a
680.566	n/a	n/a	S103	CUE: 213	n/a	n/a
681.018	n/a	n/a	S  2	Right Button	n/a	n/a
681.322	n/a	n/a	S201	FB: Win	n/a	n/a
681.809	1.14	n/a	boundary	n/a	n/a	n/a
682.078	n/a	n/a	S103	CUE: 213	n/a	n/a
682.75	n/a	n/a	S  2	Right Button	n/a	n/a
683.044	n/a	n/a	S200	FB: Loss	n/a	n/a
684.126	n/a	n/a	S  1	Fixation	n/a	n/a
684.908	n/a	n/a	S101	CUE: 123	n/a	n/a
685.954	n/a	n/a	S  4	Up Button	n/a	n/a
686.198	n/a	n/a	S200	FB: Loss	n/a	n/a
687.278	n/a	n/a	S  1	Fixation	n/a	n/a
688.04	n/a	n/a	S105	CUE: 312	n/a	n/a
688.614	n/a	n/a	S  3	Left Button	n/a	n/a
688.788	n/a	n/a	S201	FB: Win	n/a	n/a
689.864	n/a	n/a	S  1	Fixation	n/a	n/a
690.636	n/a	n/a	S103	CUE: 213	n/a	n/a
691.522	n/a	n/a	S  3	Left Button	n/a	n/a
691.716	n/a	n/a	S201	FB: Win	n/a	n/a
692.8	n/a	n/a	S  1	Fixation	n/a	n/a
693.63	n/a	n/a	S101	CUE: 123	n/a	n/a
695.184	n/a	n/a	S 99	No Response	n/a	n/a
695.506	n/a	n/a	S199	FB: No Resp	n/a	n/a
696.103	0.82	n/a	boundary	n/a	n/a	n/a
696.466	n/a	n/a	S102	CUE: 132	n/a	n/a
697.614	n/a	n/a	S  4	Up Button	n/a	n/a
697.788	n/a	n/a	S201	FB: Win	n/a	n/a
698.868	n/a	n/a	S  1	Fixation	n/a	n/a
699.59	n/a	n/a	S103	CUE: 213	n/a	n/a
701.001	0.32	n/a	boundary	n/a	n/a	n/a
701.014	n/a	n/a	S199	FB: No Resp	n/a	n/a
702.1	n/a	n/a	S  1	Fixation	n/a	n/a
702.882	n/a	n/a	S102	CUE: 132	n/a	n/a
703.946	n/a	n/a	S  3	Left Button	n/a	n/a
704.25	n/a	n/a	S201	FB: Win	n/a	n/a
704.683	0.82	n/a	boundary	n/a	n/a	n/a
705.298	n/a	n/a	S103	CUE: 213	n/a	n/a
706.418	n/a	n/a	S  2	Right Button	n/a	n/a
706.722	n/a	n/a	S200	FB: Loss	n/a	n/a
707.802	n/a	n/a	S  1	Fixation	n/a	n/a
708.594	n/a	n/a	S101	CUE: 123	n/a	n/a
709.23	n/a	n/a	S  3	Left Button	n/a	n/a
709.464	n/a	n/a	S200	FB: Loss	n/a	n/a
710.538	n/a	n/a	S  1	Fixation	n/a	n/a
711.26	n/a	n/a	S104	CUE: 231	n/a	n/a
711.79	n/a	n/a	S  4	Up Button	n/a	n/a
712.124	n/a	n/a	S200	FB: Loss	n/a	n/a
713.206	n/a	n/a	S  1	Fixation	n/a	n/a
714.058	n/a	n/a	S101	CUE: 123	n/a	n/a
715.534	n/a	n/a	S  2	Right Button	n/a	n/a
715.728	n/a	n/a	S201	FB: Win	n/a	n/a
716.81	n/a	n/a	S  1	Fixation	n/a	n/a
717.55	n/a	n/a	S103	CUE: 213	n/a	n/a
718.926	n/a	n/a	S  3	Left Button	n/a	n/a
719.28	n/a	n/a	S201	FB: Win	n/a	n/a
720.362	n/a	n/a	S  1	Fixation	n/a	n/a
721.044	n/a	n/a	S102	CUE: 132	n/a	n/a
722.596	n/a	n/a	S 99	No Response	n/a	n/a
722.898	n/a	n/a	S199	FB: No Resp	n/a	n/a
723.982	n/a	n/a	S  1	Fixation	n/a	n/a
724.121	0.57	n/a	boundary	n/a	n/a	n/a
724.892	n/a	n/a	S  4	Up Button	n/a	n/a
725.136	n/a	n/a	S201	FB: Win	n/a	n/a
725.267	1.142	n/a	boundary	n/a	n/a	n/a
725.762	n/a	n/a	S105	CUE: 312	n/a	n/a
726.802	n/a	n/a	S  4	Up Button	n/a	n/a
727.086	n/a	n/a	S201	FB: Win	n/a	n/a
728.158	n/a	n/a	S  1	Fixation	n/a	n/a
728.848	n/a	n/a	S105	CUE: 312	n/a	n/a
730.07	n/a	n/a	S  3	Left Button	n/a	n/a
730.314	n/a	n/a	S201	FB: Win	n/a	n/a
731.394	n/a	n/a	S  1	Fixation	n/a	n/a
732.214	n/a	n/a	S104	CUE: 231	n/a	n/a
733.778	n/a	n/a	S 99	No Response	n/a	n/a
734	n/a	n/a	S199	FB: No Resp	n/a	n/a
735.08	n/a	n/a	S  1	Fixation	n/a	n/a
735.93	n/a	n/a	S101	CUE: 123	n/a	n/a
735.996	n/a	n/a	S  3	Left Button	n/a	n/a
736.22	n/a	n/a	S201	FB: Win	n/a	n/a
737.298	n/a	n/a	S  1	Fixation	n/a	n/a
737.978	n/a	n/a	S102	CUE: 132	n/a	n/a
738.574	n/a	n/a	S  4	Up Button	n/a	n/a
738.768	n/a	n/a	S201	FB: Win	n/a	n/a
739.85	n/a	n/a	S  1	Fixation	n/a	n/a
740.68	n/a	n/a	S103	CUE: 213	n/a	n/a
741.658	n/a	n/a	S  3	Left Button	n/a	n/a
741.852	n/a	n/a	S201	FB: Win	n/a	n/a
742.936	n/a	n/a	S  1	Fixation	n/a	n/a
743.636	n/a	n/a	S103	CUE: 213	n/a	n/a
744.538	n/a	n/a	S  3	Left Button	n/a	n/a
744.87	n/a	n/a	S201	FB: Win	n/a	n/a
745.954	n/a	n/a	S  1	Fixation	n/a	n/a
746.796	n/a	n/a	S104	CUE: 231	n/a	n/a
747.998	n/a	n/a	S  4	Up Button	n/a	n/a
748.172	n/a	n/a	S201	FB: Win	n/a	n/a
748.457	0.82	n/a	boundary	n/a	n/a	n/a
749.258	n/a	n/a	S103	CUE: 213	n/a	n/a
750.374	n/a	n/a	S  4	Up Button	n/a	n/a
750.616	n/a	n/a	S200	FB: Loss	n/a	n/a
751.067	0.57	n/a	boundary	n/a	n/a	n/a
751.12	n/a	n/a	S  1	Fixation	n/a	n/a
751.93	n/a	n/a	S104	CUE: 231	n/a	n/a
753.486	n/a	n/a	S 99	No Response	n/a	n/a
753.66	n/a	n/a	S199	FB: No Resp	n/a	n/a
754.738	n/a	n/a	S  1	Fixation	n/a	n/a
755.5	n/a	n/a	S101	CUE: 123	n/a	n/a
756.292	n/a	n/a	S  2	Right Button	n/a	n/a
756.634	n/a	n/a	S201	FB: Win	n/a	n/a
757.708	n/a	n/a	S  1	Fixation	n/a	n/a
758.398	n/a	n/a	S102	CUE: 132	n/a	n/a
759.864	n/a	n/a	S  4	Up Button	n/a	n/a
760.186	n/a	n/a	S201	FB: Win	n/a	n/a
761.26	n/a	n/a	S  1	Fixation	n/a	n/a
762.092	n/a	n/a	S105	CUE: 312	n/a	n/a
763.084	n/a	n/a	S  3	Left Button	n/a	n/a
763.316	n/a	n/a	S201	FB: Win	n/a	n/a
764.396	n/a	n/a	S  1	Fixation	n/a	n/a
765.108	n/a	n/a	S101	CUE: 123	n/a	n/a
766.228	n/a	n/a	S  4	Up Button	n/a	n/a
766.44	n/a	n/a	S200	FB: Loss	n/a	n/a
767.516	n/a	n/a	S  1	Fixation	n/a	n/a
768.316	n/a	n/a	S103	CUE: 213	n/a	n/a
768.812	n/a	n/a	S  2	Right Button	n/a	n/a
768.994	n/a	n/a	S201	FB: Win	n/a	n/a
769.685	0.498	n/a	boundary	n/a	n/a	n/a
770.4	n/a	n/a	S101	CUE: 123	n/a	n/a
771.49	n/a	n/a	S  3	Left Button	n/a	n/a
771.682	n/a	n/a	S201	FB: Win	n/a	n/a
772.754	n/a	n/a	S  1	Fixation	n/a	n/a
773.466	n/a	n/a	S104	CUE: 231	n/a	n/a
775.022	n/a	n/a	S 99	No Response	n/a	n/a
775.286	n/a	n/a	S199	FB: No Resp	n/a	n/a
776.358	n/a	n/a	S  1	Fixation	n/a	n/a
777.048	n/a	n/a	S101	CUE: 123	n/a	n/a
778.608	n/a	n/a	S 99	No Response	n/a	n/a
778.922	n/a	n/a	S199	FB: No Resp	n/a	n/a
779.994	n/a	n/a	S  1	Fixation	n/a	n/a
780.666	n/a	n/a	S106	CUE: 321	n/a	n/a
782.228	n/a	n/a	S 99	No Response	n/a	n/a
782.56	n/a	n/a	S199	FB: No Resp	n/a	n/a
783.646	n/a	n/a	S  1	Fixation	n/a	n/a
783.729	0.892	n/a	boundary	n/a	n/a	n/a
784.432	n/a	n/a	S  4	Up Button	n/a	n/a
784.756	n/a	n/a	S200	FB: Loss	n/a	n/a
785.84	n/a	n/a	S  1	Fixation	n/a	n/a
786.582	n/a	n/a	S104	CUE: 231	n/a	n/a
787.6	n/a	n/a	S  4	Up Button	n/a	n/a
787.954	n/a	n/a	S200	FB: Loss	n/a	n/a
789.026	n/a	n/a	S  1	Fixation	n/a	n/a
789.688	n/a	n/a	S101	CUE: 123	n/a	n/a
790.272	n/a	n/a	S  4	Up Button	n/a	n/a
790.586	n/a	n/a	S200	FB: Loss	n/a	n/a
791.662	n/a	n/a	S  1	Fixation	n/a	n/a
792.482	n/a	n/a	S102	CUE: 132	n/a	n/a
793.288	n/a	n/a	S  4	Up Button	n/a	n/a
793.482	n/a	n/a	S200	FB: Loss	n/a	n/a
794.564	n/a	n/a	S  1	Fixation	n/a	n/a
795.304	n/a	n/a	S105	CUE: 312	n/a	n/a
795.74	n/a	n/a	S  3	Left Button	n/a	n/a
795.934	n/a	n/a	S200	FB: Loss	n/a	n/a
797.016	n/a	n/a	S  1	Fixation	n/a	n/a
797.776	n/a	n/a	S103	CUE: 213	n/a	n/a
798.52	n/a	n/a	S  2	Right Button	n/a	n/a
798.674	n/a	n/a	S201	FB: Win	n/a	n/a
799.75	n/a	n/a	S  1	Fixation	n/a	n/a
800.572	n/a	n/a	S104	CUE: 231	n/a	n/a
801.252	n/a	n/a	S  2	Right Button	n/a	n/a
801.586	n/a	n/a	S200	FB: Loss	n/a	n/a
802.67	n/a	n/a	S  1	Fixation	n/a	n/a
803.512	n/a	n/a	S104	CUE: 231	n/a	n/a
804.056	n/a	n/a	S  4	Up Button	n/a	n/a
804.38	n/a	n/a	S201	FB: Win	n/a	n/a
805.456	n/a	n/a	S  1	Fixation	n/a	n/a
806.126	n/a	n/a	S102	CUE: 132	n/a	n/a
806.928	n/a	n/a	S  4	Up Button	n/a	n/a
807.212	n/a	n/a	S200	FB: Loss	n/a	n/a
808.29	n/a	n/a	S  1	Fixation	n/a	n/a
809.132	n/a	n/a	S103	CUE: 213	n/a	n/a
810.601	0.57	n/a	boundary	n/a	n/a	n/a
811.458	n/a	n/a	S  1	Fixation	n/a	n/a
812.208	n/a	n/a	S101	CUE: 123	n/a	n/a
813.55	n/a	n/a	S  3	Left Button	n/a	n/a
813.854	n/a	n/a	S201	FB: Win	n/a	n/a
814.926	n/a	n/a	S  1	Fixation	n/a	n/a
815.738	n/a	n/a	S102	CUE: 132	n/a	n/a
816.33	n/a	n/a	S  3	Left Button	n/a	n/a
816.564	n/a	n/a	S200	FB: Loss	n/a	n/a
817.646	n/a	n/a	S  1	Fixation	n/a	n/a
818.456	n/a	n/a	S105	CUE: 312	n/a	n/a
819.042	n/a	n/a	S  4	Up Button	n/a	n/a
819.236	n/a	n/a	S200	FB: Loss	n/a	n/a
820.314	n/a	n/a	S  1	Fixation	n/a	n/a
820.966	n/a	n/a	S102	CUE: 132	n/a	n/a
821.678	n/a	n/a	S  2	Right Button	n/a	n/a
821.862	n/a	n/a	S201	FB: Win	n/a	n/a
822.95	n/a	n/a	S  1	Fixation	n/a	n/a
823.62	n/a	n/a	S106	CUE: 321	n/a	n/a
825.182	n/a	n/a	S  3	Left Button	n/a	n/a
825.526	n/a	n/a	S200	FB: Loss	n/a	n/a
826.602	n/a	n/a	S  1	Fixation	n/a	n/a
827.374	n/a	n/a	S105	CUE: 312	n/a	n/a
828.114	n/a	n/a	S  4	Up Button	n/a	n/a
828.268	n/a	n/a	S201	FB: Win	n/a	n/a
829.354	n/a	n/a	S  1	Fixation	n/a	n/a
830.176	n/a	n/a	S106	CUE: 321	n/a	n/a
831.738	n/a	n/a	S 99	No Response	n/a	n/a
831.952	n/a	n/a	S199	FB: No Resp	n/a	n/a
833.024	n/a	n/a	S  1	Fixation	n/a	n/a
