onset	duration	identity	expression	caric_cond	button_pushed	stim_name
256.364	1.904	4	1	3	NaN	M002_angry_antimcars0001-0057_half.avi
258.792	1.89500000000004	4	1	3	NaN	M002_angry_antimcars0001-0057_half.avi
261.211	2.00899999999996	4	1	5	28	TARGET
263.778	1.904	4	1	2	NaN	M002_angry_antim_anticars0001-0057_half.avi
266.204	1.89400000000001	4	1	4	NaN	M002_angry_cars0001-0057_half.avi
268.623	2.00900000000001	4	1	0	NaN	NULL
271.185	1.90199999999999	4	1	1	NaN	M002_angry_anticars0001-0057_half.avi
273.62	1.90000000000003	6	1	3	NaN	M030_angry_antimcars0001-0057_half.avi
276.05	1.89699999999999	6	1	1	NaN	M030_angry_anticars0001-0057_half.avi
278.466	2.00899999999996	6	1	5	28	TARGET
281.025	1.89500000000004	6	1	4	NaN	M030_angry_cars0001-0057_half.avi
283.458	1.899	6	1	2	NaN	M030_angry_antim_anticars0001-0057_half.avi
285.876	2.00900000000001	6	1	0	NaN	NULL
288.422	2.00900000000001	6	1	0	NaN	NULL
290.982	1.89699999999999	6	1	1	NaN	M030_angry_anticars0001-0057_half.avi
293.413	1.89299999999997	6	1	3	NaN	M030_angry_antimcars0001-0057_half.avi
295.846	1.89700000000005	6	1	2	NaN	M030_angry_antim_anticars0001-0057_half.avi
298.277	1.89600000000002	6	1	4	NaN	M030_angry_cars0001-0057_half.avi
300.696	2.00900000000001	6	1	5	28	TARGET
303.244	2.00900000000001	6	1	5	28	TARGET
305.802	1.89299999999997	6	1	2	NaN	M030_angry_antim_anticars0001-0057_half.avi
308.237	1.89699999999999	6	1	1	NaN	M030_angry_anticars0001-0057_half.avi
310.657	2.00900000000001	6	1	0	NaN	NULL
313.215	1.89599999999996	6	1	3	NaN	M030_angry_antimcars0001-0057_half.avi
315.645	1.89400000000001	6	1	4	NaN	M030_angry_cars0001-0057_half.avi
318.082	1.899	6	1	4	NaN	M030_angry_cars0001-0057_half.avi
320.52	1.90200000000004	6	1	3	NaN	M030_angry_antimcars0001-0057_half.avi
322.939	2.00899999999996	6	1	0	NaN	NULL
325.487	2.01000000000005	6	1	5	28	TARGET
328.053	1.90199999999999	6	1	1	NaN	M030_angry_anticars0001-0057_half.avi
330.495	1.90500000000003	6	1	2	NaN	M030_angry_antim_anticars0001-0057_half.avi
332.932	1.89999999999998	6	1	2	NaN	M030_angry_antim_anticars0001-0057_half.avi
335.367	1.90100000000001	6	1	3	NaN	M030_angry_antimcars0001-0057_half.avi
337.79	2.00999999999999	6	1	5	28	TARGET
340.342	2.00900000000001	6	1	0	NaN	NULL
342.909	1.90099999999995	6	1	4	NaN	M030_angry_cars0001-0057_half.avi
345.34	1.89699999999999	6	1	1	NaN	M030_angry_anticars0001-0057_half.avi
347.773	1.89400000000001	6	1	1	NaN	M030_angry_anticars0001-0057_half.avi
350.209	1.89800000000002	6	1	4	NaN	M030_angry_cars0001-0057_half.avi
352.628	2.00900000000001	6	1	0	NaN	NULL
355.185	1.89499999999998	6	1	2	NaN	M030_angry_antim_anticars0001-0057_half.avi
357.606	2.00999999999999	6	1	5	28	TARGET
360.169	1.89699999999999	6	1	3	NaN	M030_angry_antimcars0001-0057_half.avi
362.604	1.89699999999999	1	3	4	NaN	F024_fear_cars0001-0057_half.avi
365.049	1.904	1	3	3	NaN	F024_fear_antimcars0001-0057_half.avi
367.473	2.00899999999996	1	3	5	28	TARGET
370.039	1.89799999999997	1	3	1	NaN	F024_fear_anticars0001-0057_half.avi
372.459	2.00900000000001	1	3	0	NaN	NULL
375.019	1.89499999999998	1	3	2	NaN	F024_fear_antim_anticars0001-0057_half.avi
377.448	1.89400000000001	1	3	2	NaN	F024_fear_antim_anticars0001-0057_half.avi
379.886	1.90000000000003	1	3	3	NaN	F024_fear_antimcars0001-0057_half.avi
382.329	1.90100000000001	1	3	4	NaN	F024_fear_cars0001-0057_half.avi
384.753	2.00900000000001	1	3	0	NaN	NULL
387.314	1.89500000000004	1	3	1	NaN	F024_fear_anticars0001-0057_half.avi
389.737	2.00900000000001	1	3	5	28	TARGET
392.287	2.00900000000001	1	3	5	28	TARGET
394.838	2.00899999999996	1	3	0	NaN	NULL
397.407	1.90300000000002	1	3	3	NaN	F024_fear_antimcars0001-0057_half.avi
399.847	1.90100000000001	1	3	2	NaN	F024_fear_antim_anticars0001-0057_half.avi
402.287	1.89800000000002	1	3	4	NaN	F024_fear_cars0001-0057_half.avi
404.721	1.89600000000002	1	3	1	NaN	F024_fear_anticars0001-0057_half.avi
407.148	1.89499999999998	1	3	1	NaN	F024_fear_anticars0001-0057_half.avi
409.581	1.89599999999996	1	3	4	NaN	F024_fear_cars0001-0057_half.avi
412.026	1.904	1	3	2	NaN	F024_fear_antim_anticars0001-0057_half.avi
414.449	2.00999999999999	1	3	5	28	TARGET
417.013	1.892	1	3	3	NaN	F024_fear_antimcars0001-0057_half.avi
419.436	2.00900000000001	1	3	0	NaN	NULL
421.986	2.00900000000001	1	3	0	NaN	NULL
424.547	1.89300000000003	1	3	4	NaN	F024_fear_cars0001-0057_half.avi
426.968	2.00899999999996	1	3	5	28	TARGET
429.534	1.899	1	3	2	NaN	F024_fear_antim_anticars0001-0057_half.avi
431.968	1.89600000000002	1	3	1	NaN	F024_fear_anticars0001-0057_half.avi
434.411	1.90200000000004	1	3	3	NaN	F024_fear_antimcars0001-0057_half.avi
436.851	1.89799999999997	1	3	3	NaN	F024_fear_antimcars0001-0057_half.avi
439.289	1.90100000000001	1	3	1	NaN	F024_fear_anticars0001-0057_half.avi
441.729	1.89699999999999	1	3	2	NaN	F024_fear_antim_anticars0001-0057_half.avi
444.155	2.00900000000001	1	3	0	NaN	NULL
446.707	2.00900000000001	1	3	5	28	TARGET
449.271	1.89699999999999	1	3	4	NaN	F024_fear_cars0001-0057_half.avi
451.707	1.89699999999999	2	1	2	NaN	F028_angry_antim_anticars0001-0057_half.avi
454.149	1.89600000000002	2	1	3	NaN	F028_angry_antimcars0001-0057_half.avi
456.591	1.89899999999994	2	1	1	NaN	F028_angry_anticars0001-0057_half.avi
459.015	2.00900000000001	2	1	0	NaN	NULL
461.564	2.00899999999996	2	1	5	28	TARGET
464.131	1.89999999999998	2	1	4	NaN	F028_angry_cars0001-0057_half.avi
466.573	1.899	2	1	4	NaN	F028_angry_cars0001-0057_half.avi
469.012	1.89800000000002	2	1	3	NaN	F028_angry_antimcars0001-0057_half.avi
471.451	1.899	2	1	2	NaN	F028_angry_antim_anticars0001-0057_half.avi
473.882	2.00900000000001	2	1	5	28	TARGET
476.436	2.00900000000001	2	1	0	NaN	NULL
479.003	1.89799999999997	2	1	1	NaN	F028_angry_anticars0001-0057_half.avi
481.435	1.89400000000001	2	1	1	NaN	F028_angry_anticars0001-0057_half.avi
483.86	2.00899999999996	2	1	5	28	TARGET
486.433	1.90000000000003	2	1	3	NaN	F028_angry_antimcars0001-0057_half.avi
488.869	1.89400000000001	2	1	4	NaN	F028_angry_cars0001-0057_half.avi
491.314	1.899	2	1	2	NaN	F028_angry_antim_anticars0001-0057_half.avi
493.744	2.00999999999999	2	1	0	NaN	NULL
496.304	2.00900000000001	2	1	0	NaN	NULL
498.878	1.89999999999998	2	1	2	NaN	F028_angry_antim_anticars0001-0057_half.avi
501.321	1.899	2	1	4	NaN	F028_angry_cars0001-0057_half.avi
503.763	1.90099999999995	2	1	1	NaN	F028_angry_anticars0001-0057_half.avi
506.191	1.89599999999996	2	1	3	NaN	F028_angry_antimcars0001-0057_half.avi
508.622	2.00900000000001	2	1	5	28	TARGET
511.178	2.00900000000001	2	1	5	28	TARGET
513.742	1.89400000000001	2	1	2	NaN	F028_angry_antim_anticars0001-0057_half.avi
516.182	1.90099999999995	2	1	1	NaN	F028_angry_anticars0001-0057_half.avi
518.621	1.89299999999992	2	1	4	NaN	F028_angry_cars0001-0057_half.avi
521.054	2.00900000000001	2	1	0	NaN	NULL
523.625	1.90099999999995	2	1	3	NaN	F028_angry_antimcars0001-0057_half.avi
526.069	1.899	2	1	3	NaN	F028_angry_antimcars0001-0057_half.avi
528.495	2.00900000000001	2	1	0	NaN	NULL
531.077	1.90699999999993	2	1	4	NaN	F028_angry_cars0001-0057_half.avi
533.504	2.00900000000001	2	1	5	28	TARGET
536.072	1.89699999999993	2	1	1	NaN	F028_angry_anticars0001-0057_half.avi
538.517	1.89700000000005	2	1	2	NaN	F028_angry_antim_anticars0001-0057_half.avi
