onset	duration	identity	expression	caric_cond	button_pushed	stim_name
115.491	1.90700000000001	3	5	4	NaN	F036_surprise_cars0001-0057_half.avi
117.924	1.90799999999999	3	5	1	NaN	F036_surprise_anticars0001-0057_half.avi
120.334	2.00899999999999	3	5	5	28	TARGET
122.87	2.00899999999999	3	5	0	NaN	NULL
125.405	2.00900000000001	3	5	0	NaN	NULL
127.966	1.91	3	5	1	NaN	F036_surprise_anticars0001-0057_half.avi
130.395	1.904	3	5	2	NaN	F036_surprise_antim_anticars0001-0057_half.avi
132.826	1.90600000000001	3	5	3	NaN	F036_surprise_antimcars0001-0057_half.avi
135.259	1.90699999999998	3	5	4	NaN	F036_surprise_cars0001-0057_half.avi
137.667	2.00900000000001	3	5	5	28	TARGET
140.205	2.00899999999999	3	5	5	28	TARGET
142.764	1.904	3	5	4	NaN	F036_surprise_cars0001-0057_half.avi
145.194	1.904	3	5	3	NaN	F036_surprise_antimcars0001-0057_half.avi
147.604	2.00899999999999	3	5	0	NaN	NULL
150.168	1.91199999999998	3	5	2	NaN	F036_surprise_antim_anticars0001-0057_half.avi
152.6	1.90600000000001	3	5	1	NaN	F036_surprise_anticars0001-0057_half.avi
155.033	1.90600000000001	3	5	1	NaN	F036_surprise_anticars0001-0057_half.avi
157.466	1.90600000000001	3	5	4	NaN	F036_surprise_cars0001-0057_half.avi
159.878	2.00899999999999	3	5	0	NaN	NULL
162.436	1.905	3	5	3	NaN	F036_surprise_antimcars0001-0057_half.avi
164.847	2.00999999999999	3	5	5	28	TARGET
167.401	1.90000000000001	3	5	2	NaN	F036_surprise_antim_anticars0001-0057_half.avi
169.833	1.90300000000002	3	5	2	NaN	F036_surprise_antim_anticars0001-0057_half.avi
172.245	2.00899999999999	3	5	5	28	TARGET
174.806	1.905	3	5	3	NaN	F036_surprise_antimcars0001-0057_half.avi
177.238	1.90300000000002	3	5	1	NaN	F036_surprise_anticars0001-0057_half.avi
179.651	2.00899999999999	3	5	0	NaN	NULL
182.208	1.90300000000002	3	5	4	NaN	F036_surprise_cars0001-0057_half.avi
184.64	1.90199999999999	3	3	2	NaN	F036_fear_antim_anticars0001-0057_half.avi
187.069	1.904	3	3	4	NaN	F036_fear_cars0001-0057_half.avi
189.478	2.00999999999999	3	3	0	NaN	NULL
192.037	1.904	3	3	1	NaN	F036_fear_anticars0001-0057_half.avi
194.476	1.90800000000002	3	3	3	NaN	F036_fear_antimcars0001-0057_half.avi
196.887	2.00900000000001	3	3	5	28	TARGET
199.427	2.00900000000001	3	3	5	28	TARGET
201.989	1.905	3	3	4	NaN	F036_fear_cars0001-0057_half.avi
204.419	1.899	3	3	2	NaN	F036_fear_antim_anticars0001-0057_half.avi
206.851	1.90000000000001	3	3	3	NaN	F036_fear_antimcars0001-0057_half.avi
209.283	1.90100000000001	3	3	1	NaN	F036_fear_anticars0001-0057_half.avi
211.696	2.00900000000001	3	3	0	NaN	NULL
214.237	2.01000000000002	3	3	0	NaN	NULL
216.798	1.904	3	3	3	NaN	F036_fear_antimcars0001-0057_half.avi
219.234	1.90600000000001	3	3	4	NaN	F036_fear_cars0001-0057_half.avi
221.651	2.00899999999999	3	3	5	28	TARGET
224.21	1.90199999999999	3	3	2	NaN	F036_fear_antim_anticars0001-0057_half.avi
226.645	1.90499999999997	3	3	1	NaN	F036_fear_anticars0001-0057_half.avi
229.078	1.89999999999998	3	3	1	NaN	F036_fear_anticars0001-0057_half.avi
231.511	1.899	3	3	2	NaN	F036_fear_antim_anticars0001-0057_half.avi
233.926	2.00900000000001	3	3	5	28	TARGET
236.47	2.00900000000001	3	3	0	NaN	NULL
239.033	1.90599999999995	3	3	4	NaN	F036_fear_cars0001-0057_half.avi
241.467	1.90100000000001	3	3	3	NaN	F036_fear_antimcars0001-0057_half.avi
243.9	1.89999999999998	3	3	3	NaN	F036_fear_antimcars0001-0057_half.avi
246.329	1.89600000000002	3	3	2	NaN	F036_fear_antim_anticars0001-0057_half.avi
248.745	2.00900000000001	3	3	0	NaN	NULL
251.289	2.00900000000001	3	3	5	28	TARGET
253.855	1.90500000000003	3	3	1	NaN	F036_fear_anticars0001-0057_half.avi
256.29	1.90299999999996	3	3	4	NaN	F036_fear_cars0001-0057_half.avi
258.719	1.89499999999998	3	3	4	NaN	F036_fear_cars0001-0057_half.avi
261.148	1.89499999999998	3	3	1	NaN	F036_fear_anticars0001-0057_half.avi
263.565	2.00999999999999	3	3	5	28	TARGET
266.123	1.89599999999996	3	3	3	NaN	F036_fear_antimcars0001-0057_half.avi
268.542	2.00900000000001	3	3	0	28	NULL
271.104	1.90100000000001	3	3	2	NaN	F036_fear_antim_anticars0001-0057_half.avi
273.534	1.89299999999997	4	3	4	NaN	M002_fear_cars0001-0057_half.avi
275.953	2.00900000000001	4	3	5	28	TARGET
278.5	2.00899999999996	4	3	0	NaN	NULL
281.065	1.904	4	3	2	NaN	M002_fear_antim_anticars0001-0057_half.avi
283.494	1.89299999999997	4	3	3	NaN	M002_fear_antimcars0001-0057_half.avi
285.925	1.89600000000002	4	3	1	NaN	M002_fear_anticars0001-0057_half.avi
288.36	1.899	4	3	1	NaN	M002_fear_anticars0001-0057_half.avi
290.778	2.00900000000001	4	3	5	28	TARGET
293.34	1.89799999999997	4	3	4	NaN	M002_fear_cars0001-0057_half.avi
295.773	1.90000000000003	4	3	3	NaN	M002_fear_antimcars0001-0057_half.avi
298.208	1.90299999999996	4	3	2	NaN	M002_fear_antim_anticars0001-0057_half.avi
300.63	2.00899999999996	4	3	0	NaN	NULL
303.173	2.00899999999996	4	3	0	NaN	NULL
305.733	1.899	4	3	3	NaN	M002_fear_antimcars0001-0057_half.avi
308.155	2.00999999999999	4	3	5	28	TARGET
310.716	1.899	4	3	1	NaN	M002_fear_anticars0001-0057_half.avi
313.16	1.90699999999998	4	3	4	NaN	M002_fear_cars0001-0057_half.avi
315.599	1.90100000000001	4	3	2	NaN	M002_fear_antim_anticars0001-0057_half.avi
318.037	1.90100000000001	4	3	2	NaN	M002_fear_antim_anticars0001-0057_half.avi
320.467	1.89800000000002	4	3	4	NaN	M002_fear_cars0001-0057_half.avi
322.91	1.90100000000001	4	3	1	NaN	M002_fear_anticars0001-0057_half.avi
325.326	2.00900000000001	4	3	0	NaN	NULL
327.874	2.00999999999999	4	3	5	28	TARGET
330.44	1.90099999999995	4	3	3	NaN	M002_fear_antimcars0001-0057_half.avi
332.881	1.89999999999998	4	3	3	NaN	M002_fear_antimcars0001-0057_half.avi
335.312	1.89600000000002	4	3	4	NaN	M002_fear_cars0001-0057_half.avi
337.731	2.00899999999996	4	3	0	NaN	NULL
340.293	1.899	4	3	1	NaN	M002_fear_anticars0001-0057_half.avi
342.725	1.89599999999996	4	3	2	NaN	M002_fear_antim_anticars0001-0057_half.avi
345.144	2.00900000000001	4	3	5	28	TARGET
347.69	2.00899999999996	4	3	5	28	TARGET
350.254	1.89999999999998	4	3	2	NaN	M002_fear_antim_anticars0001-0057_half.avi
352.693	1.90300000000002	4	3	1	NaN	M002_fear_anticars0001-0057_half.avi
355.13	1.89999999999998	4	3	3	NaN	M002_fear_antimcars0001-0057_half.avi
357.552	2.00900000000001	4	3	0	NaN	NULL
360.119	1.89999999999998	4	3	4	NaN	M002_fear_cars0001-0057_half.avi
362.551	1.89699999999999	6	5	4	NaN	M030_surprise_cars0001-0057_half.avi
364.989	1.90100000000001	6	5	3	NaN	M030_surprise_antimcars0001-0057_half.avi
367.413	2.00900000000001	6	5	0	NaN	NULL
369.984	1.90499999999997	6	5	1	NaN	M030_surprise_anticars0001-0057_half.avi
372.408	2.00900000000001	6	5	5	28	TARGET
374.971	1.89600000000002	6	5	2	NaN	M030_surprise_antim_anticars0001-0057_half.avi
377.417	1.90500000000003	6	5	2	NaN	M030_surprise_antim_anticars0001-0057_half.avi
379.854	1.90100000000001	6	5	3	NaN	M030_surprise_antimcars0001-0057_half.avi
382.287	1.892	6	5	4	NaN	M030_surprise_cars0001-0057_half.avi
384.708	2.00900000000001	6	5	5	28	TARGET
387.272	1.89799999999997	6	5	1	NaN	M030_surprise_anticars0001-0057_half.avi
389.693	2.00900000000001	6	5	0	NaN	NULL
392.241	2.00900000000001	6	5	0	NaN	NULL
394.79	2.00999999999999	6	5	5	28	TARGET
397.357	1.899	6	5	3	NaN	M030_surprise_antimcars0001-0057_half.avi
399.793	1.90100000000001	6	5	2	NaN	M030_surprise_antim_anticars0001-0057_half.avi
402.236	1.90099999999995	6	5	4	NaN	M030_surprise_cars0001-0057_half.avi
404.669	1.89299999999997	6	5	1	NaN	M030_surprise_anticars0001-0057_half.avi
407.107	1.90000000000003	6	5	1	NaN	M030_surprise_anticars0001-0057_half.avi
409.549	1.90000000000003	6	5	4	NaN	M030_surprise_cars0001-0057_half.avi
411.99	1.899	6	5	2	NaN	M030_surprise_antim_anticars0001-0057_half.avi
414.413	2.00900000000001	6	5	0	NaN	NULL
416.977	1.899	6	5	3	NaN	M030_surprise_antimcars0001-0057_half.avi
419.404	2.00999999999999	6	5	5	28	TARGET
421.959	2.00900000000001	6	5	5	28	TARGET
424.523	1.89400000000001	6	5	4	NaN	M030_surprise_cars0001-0057_half.avi
426.948	2.00900000000001	6	5	0	NaN	NULL
429.513	1.89699999999999	6	5	2	NaN	M030_surprise_antim_anticars0001-0057_half.avi
431.95	1.89799999999997	6	5	1	NaN	M030_surprise_anticars0001-0057_half.avi
434.392	1.89699999999999	6	5	3	NaN	M030_surprise_antimcars0001-0057_half.avi
436.828	1.89500000000004	6	5	3	NaN	M030_surprise_antimcars0001-0057_half.avi
439.267	1.90000000000003	6	5	1	NaN	M030_surprise_anticars0001-0057_half.avi
441.716	1.90200000000004	6	5	2	NaN	M030_surprise_antim_anticars0001-0057_half.avi
444.141	2.00900000000001	6	5	5	28	TARGET
446.692	2.00900000000001	6	5	0	NaN	NULL
449.258	1.899	6	5	4	NaN	M030_surprise_cars0001-0057_half.avi
451.704	1.90199999999999	2	3	4	NaN	F028_fear_cars0001-0057_half.avi
454.129	2.00900000000001	2	3	5	28	TARGET
456.694	1.899	2	3	3	NaN	F028_fear_antimcars0001-0057_half.avi
459.137	1.90199999999999	2	3	1	NaN	F028_fear_anticars0001-0057_half.avi
461.565	2.00899999999996	2	3	0	NaN	NULL
464.134	1.89999999999998	2	3	2	NaN	F028_fear_antim_anticars0001-0057_half.avi
466.576	1.90199999999999	2	3	2	NaN	F028_fear_antim_anticars0001-0057_half.avi
469.002	2.01000000000005	2	3	5	28	TARGET
471.572	1.89799999999997	2	3	4	NaN	F028_fear_cars0001-0057_half.avi
473.997	2.00999999999999	2	3	0	NaN	NULL
476.566	1.90099999999995	2	3	1	NaN	F028_fear_anticars0001-0057_half.avi
479.01	1.89799999999997	2	3	3	NaN	F028_fear_antimcars0001-0057_half.avi
481.447	1.89699999999993	2	3	3	NaN	F028_fear_antimcars0001-0057_half.avi
483.878	2.00900000000001	2	3	0	NaN	NULL
486.435	2.00900000000001	2	3	5	28	TARGET
489.006	1.899	2	3	2	NaN	F028_fear_antim_anticars0001-0057_half.avi
491.447	1.899	2	3	4	NaN	F028_fear_cars0001-0057_half.avi
493.888	1.89600000000007	2	3	1	NaN	F028_fear_anticars0001-0057_half.avi
496.327	1.89599999999996	2	3	1	NaN	F028_fear_anticars0001-0057_half.avi
498.776	1.90099999999995	2	3	4	NaN	F028_fear_cars0001-0057_half.avi
501.213	1.89400000000001	2	3	2	NaN	F028_fear_antim_anticars0001-0057_half.avi
503.656	1.89999999999998	2	3	3	NaN	F028_fear_antimcars0001-0057_half.avi
506.085	2.00900000000001	2	3	5	28	TARGET
508.64	2.00900000000001	2	3	0	NaN	NULL
511.192	2.00900000000001	2	3	0	NaN	NULL
513.765	1.90099999999995	2	3	4	NaN	F028_fear_cars0001-0057_half.avi
516.21	1.89700000000005	2	3	3	NaN	F028_fear_antimcars0001-0057_half.avi
518.652	1.90100000000007	2	3	2	NaN	F028_fear_antim_anticars0001-0057_half.avi
521.098	1.89700000000005	2	3	1	NaN	F028_fear_anticars0001-0057_half.avi
523.524	2.00900000000001	2	3	5	28	TARGET
526.077	2.00999999999999	2	3	5	28	TARGET
528.645	1.89799999999991	2	3	1	NaN	F028_fear_anticars0001-0057_half.avi
531.091	1.89700000000005	2	3	2	NaN	F028_fear_antim_anticars0001-0057_half.avi
533.518	2.00800000000004	2	3	0	NaN	NULL
536.087	1.90099999999995	2	3	3	NaN	F028_fear_antimcars0001-0057_half.avi
538.527	1.89200000000005	2	3	4	NaN	F028_fear_cars0001-0057_half.avi
