onset	duration	identity	expression	caric_cond	button_pushed	stim_name
174.905	1.904	5	2	2	NaN	M017_disgust_antim_anticars0001-0057_half.avi
177.34	1.90700000000001	5	2	4	NaN	M017_disgust_cars0001-0057_half.avi
179.773	1.90299999999999	5	2	1	NaN	M017_disgust_anticars0001-0057_half.avi
182.207	1.904	5	2	3	NaN	M017_disgust_antimcars0001-0057_half.avi
184.639	1.90100000000001	6	2	4	NaN	M030_disgust_cars0001-0057_half.avi
187.071	1.90299999999999	6	2	1	NaN	M030_disgust_anticars0001-0057_half.avi
189.5	1.899	6	2	2	NaN	M030_disgust_antim_anticars0001-0057_half.avi
191.915	2.00899999999999	6	2	5	28	TARGET
194.456	2.00999999999999	6	2	0	NaN	NULL
197.02	1.90899999999999	6	2	3	NaN	M030_disgust_antimcars0001-0057_half.avi
199.457	1.904	6	2	3	NaN	M030_disgust_antimcars0001-0057_half.avi
201.891	1.90299999999999	6	2	1	NaN	M030_disgust_anticars0001-0057_half.avi
204.329	1.90600000000001	6	2	4	NaN	M030_disgust_cars0001-0057_half.avi
206.743	2.00999999999999	6	2	0	NaN	NULL
209.285	2.00900000000001	6	2	5	28	TARGET
211.847	1.905	6	2	2	NaN	M030_disgust_antim_anticars0001-0057_half.avi
214.279	1.90100000000001	6	2	2	NaN	M030_disgust_antim_anticars0001-0057_half.avi
216.694	2.00899999999999	6	2	0	NaN	NULL
219.252	1.90200000000002	6	2	1	NaN	M030_disgust_anticars0001-0057_half.avi
221.687	1.90300000000002	6	2	3	NaN	M030_disgust_antimcars0001-0057_half.avi
224.121	1.90300000000002	6	2	4	NaN	M030_disgust_cars0001-0057_half.avi
226.536	2.00900000000001	6	2	5	28	TARGET
229.079	2.00999999999999	6	2	5	28	TARGET
231.643	1.905	6	2	4	NaN	M030_disgust_cars0001-0057_half.avi
234.073	1.89700000000002	6	2	3	NaN	M030_disgust_antimcars0001-0057_half.avi
236.502	1.89699999999999	6	2	2	NaN	M030_disgust_antim_anticars0001-0057_half.avi
238.937	1.90199999999999	6	2	1	NaN	M030_disgust_anticars0001-0057_half.avi
241.355	2.00899999999999	6	2	0	NaN	NULL
243.899	2.00799999999998	6	2	0	NaN	NULL
246.459	1.90199999999999	6	2	4	NaN	M030_disgust_cars0001-0057_half.avi
248.895	1.90600000000001	6	2	2	NaN	M030_disgust_antim_anticars0001-0057_half.avi
251.325	1.89500000000004	6	2	3	NaN	M030_disgust_antimcars0001-0057_half.avi
253.742	2.01000000000005	6	2	5	28	TARGET
256.303	1.89999999999998	6	2	1	NaN	M030_disgust_anticars0001-0057_half.avi
258.736	1.89600000000002	6	2	1	NaN	M030_disgust_anticars0001-0057_half.avi
261.154	2.00899999999996	6	2	5	28	TARGET
263.717	1.90100000000001	6	2	3	NaN	M030_disgust_antimcars0001-0057_half.avi
266.135	2.00900000000001	6	2	0	NaN	NULL
268.695	1.89699999999999	6	2	2	NaN	M030_disgust_antim_anticars0001-0057_half.avi
271.129	1.899	6	2	4	NaN	M030_disgust_cars0001-0057_half.avi
273.561	1.89699999999999	3	4	2	NaN	F036_happy_antim_anticars0001-0057_half.avi
275.977	2.00900000000001	3	4	0	NaN	NULL
278.537	1.89799999999997	3	4	4	NaN	F036_happy_cars0001-0057_half.avi
280.968	1.89600000000002	3	4	3	NaN	F036_happy_antimcars0001-0057_half.avi
283.386	2.00900000000001	3	4	5	28	TARGET
285.95	1.89999999999998	3	4	1	NaN	F036_happy_anticars0001-0057_half.avi
288.386	1.90300000000002	3	4	1	NaN	F036_happy_anticars0001-0057_half.avi
290.806	2.00900000000001	3	4	0	NaN	NULL
293.368	1.90200000000004	3	4	2	NaN	F036_happy_antim_anticars0001-0057_half.avi
295.789	2.00999999999999	3	4	5	28	TARGET
298.356	1.90400000000005	3	4	3	NaN	F036_happy_antimcars0001-0057_half.avi
300.793	1.899	3	4	4	NaN	F036_happy_cars0001-0057_half.avi
303.225	1.89699999999999	3	4	4	NaN	F036_happy_cars0001-0057_half.avi
305.646	2.00900000000001	3	4	5	28	TARGET
308.195	2.00900000000001	3	4	0	NaN	NULL
310.756	1.89799999999997	3	4	1	NaN	F036_happy_anticars0001-0057_half.avi
313.189	1.89600000000002	3	4	2	NaN	F036_happy_antim_anticars0001-0057_half.avi
315.617	1.89600000000002	3	4	3	NaN	F036_happy_antimcars0001-0057_half.avi
318.051	1.899	3	4	3	NaN	F036_happy_antimcars0001-0057_half.avi
320.483	1.89600000000002	3	4	2	NaN	F036_happy_antim_anticars0001-0057_half.avi
322.916	1.89999999999998	3	4	1	NaN	F036_happy_anticars0001-0057_half.avi
325.351	1.90199999999999	3	4	4	NaN	F036_happy_cars0001-0057_half.avi
327.77	2.00999999999999	3	4	0	NaN	NULL
330.319	2.01000000000005	3	4	5	28	TARGET
332.866	2.00900000000001	3	4	5	28	TARGET
335.425	1.89699999999999	3	4	2	NaN	F036_happy_antim_anticars0001-0057_half.avi
337.863	1.90299999999996	3	4	4	NaN	F036_happy_cars0001-0057_half.avi
340.303	1.899	3	4	1	NaN	F036_happy_anticars0001-0057_half.avi
342.735	1.89300000000003	3	4	3	NaN	F036_happy_antimcars0001-0057_half.avi
345.156	2.00899999999996	3	4	0	NaN	NULL
347.705	2.00900000000001	3	4	0	NaN	NULL
350.27	1.899	3	4	3	NaN	F036_happy_antimcars0001-0057_half.avi
352.706	1.89999999999998	3	4	1	NaN	F036_happy_anticars0001-0057_half.avi
355.125	2.00999999999999	3	4	5	28	TARGET
357.695	1.90600000000001	3	4	4	NaN	F036_happy_cars0001-0057_half.avi
360.136	1.90100000000001	3	4	2	NaN	F036_happy_antim_anticars0001-0057_half.avi
362.569	1.89400000000001	1	5	2	NaN	F024_surprise_antim_anticars0001-0057_half.avi
364.988	2.00899999999996	1	5	5	28	TARGET
367.552	1.89800000000002	1	5	4	NaN	F024_surprise_cars0001-0057_half.avi
369.989	1.89999999999998	1	5	1	NaN	F024_surprise_anticars0001-0057_half.avi
372.413	2.00900000000001	1	5	0	NaN	NULL
374.984	1.904	1	5	3	NaN	F024_surprise_antimcars0001-0057_half.avi
377.418	1.89499999999998	1	5	3	NaN	F024_surprise_antimcars0001-0057_half.avi
379.839	2.00899999999996	1	5	5	28	TARGET
382.404	1.89800000000002	1	5	2	NaN	F024_surprise_antim_anticars0001-0057_half.avi
384.824	2.00900000000001	1	5	0	NaN	NULL
387.388	1.89999999999998	1	5	1	NaN	F024_surprise_anticars0001-0057_half.avi
389.831	1.90100000000001	1	5	4	NaN	F024_surprise_cars0001-0057_half.avi
392.27	1.899	1	5	4	NaN	F024_surprise_cars0001-0057_half.avi
394.69	2.00899999999996	1	5	0	NaN	NULL
397.239	2.00900000000001	1	5	5	28	TARGET
399.804	1.899	1	5	3	NaN	F024_surprise_antimcars0001-0057_half.avi
402.24	1.89799999999997	1	5	2	NaN	F024_surprise_antim_anticars0001-0057_half.avi
404.683	1.90000000000003	1	5	1	NaN	F024_surprise_anticars0001-0057_half.avi
407.121	1.89800000000002	1	5	1	NaN	F024_surprise_anticars0001-0057_half.avi
409.559	1.90000000000003	1	5	2	NaN	F024_surprise_antim_anticars0001-0057_half.avi
412.002	1.89999999999998	1	5	3	NaN	F024_surprise_antimcars0001-0057_half.avi
414.441	1.89699999999999	1	5	4	NaN	F024_surprise_cars0001-0057_half.avi
416.863	2.00899999999996	1	5	5	28	TARGET
419.412	2.00900000000001	1	5	0	NaN	NULL
421.961	2.00900000000001	1	5	0	NaN	NULL
424.53	1.90199999999999	1	5	2	NaN	F024_surprise_antim_anticars0001-0057_half.avi
426.976	1.90100000000001	1	5	4	NaN	F024_surprise_cars0001-0057_half.avi
429.414	1.899	1	5	3	NaN	F024_surprise_antimcars0001-0057_half.avi
431.853	1.90100000000001	1	5	1	NaN	F024_surprise_anticars0001-0057_half.avi
434.28	2.00900000000001	1	5	5	28	TARGET
436.835	2.00900000000001	1	5	5	28	TARGET
439.399	1.89300000000003	1	5	1	NaN	F024_surprise_anticars0001-0057_half.avi
441.838	1.899	1	5	3	NaN	F024_surprise_antimcars0001-0057_half.avi
444.266	2.00900000000001	1	5	0	NaN	NULL
446.836	1.89800000000002	1	5	4	NaN	F024_surprise_cars0001-0057_half.avi
449.276	1.89999999999998	1	5	2	NaN	F024_surprise_antim_anticars0001-0057_half.avi
451.72	1.904	2	4	4	NaN	F028_happy_cars0001-0057_half.avi
454.164	1.899	2	4	1	NaN	F028_happy_anticars0001-0057_half.avi
456.599	1.89700000000005	2	4	2	NaN	F028_happy_antim_anticars0001-0057_half.avi
459.028	2.00900000000001	2	4	0	NaN	NULL
461.583	2.00900000000001	2	4	5	28	TARGET
464.152	1.89999999999998	2	4	3	NaN	F028_happy_antimcars0001-0057_half.avi
466.588	1.89500000000004	2	4	3	NaN	F028_happy_antimcars0001-0057_half.avi
469.037	1.89999999999998	2	4	1	NaN	F028_happy_anticars0001-0057_half.avi
471.484	1.90100000000001	2	4	4	NaN	F028_happy_cars0001-0057_half.avi
473.913	2.01000000000005	2	4	5	28	TARGET
476.47	2.00900000000001	2	4	0	NaN	NULL
479.033	1.89500000000004	2	4	2	NaN	F028_happy_antim_anticars0001-0057_half.avi
481.472	1.89799999999997	2	4	2	NaN	F028_happy_antim_anticars0001-0057_half.avi
483.903	2.00900000000001	2	4	5	28	TARGET
486.472	1.89799999999997	2	4	1	NaN	F028_happy_anticars0001-0057_half.avi
488.914	1.90300000000002	2	4	3	NaN	F028_happy_antimcars0001-0057_half.avi
491.365	1.904	2	4	4	NaN	F028_happy_cars0001-0057_half.avi
493.792	2.00900000000001	2	4	0	NaN	NULL
496.351	2.00899999999996	2	4	0	NaN	NULL
498.921	1.89800000000002	2	4	4	NaN	F028_happy_cars0001-0057_half.avi
501.36	1.899	2	4	3	NaN	F028_happy_antimcars0001-0057_half.avi
503.809	1.89999999999998	2	4	2	NaN	F028_happy_antim_anticars0001-0057_half.avi
506.244	1.89499999999998	2	4	1	NaN	F028_happy_anticars0001-0057_half.avi
508.672	2.00900000000001	2	4	5	28	TARGET
511.233	2.00900000000001	2	4	5	28	TARGET
513.802	1.89800000000002	2	4	4	NaN	F028_happy_cars0001-0057_half.avi
516.241	1.899	2	4	2	NaN	F028_happy_antim_anticars0001-0057_half.avi
518.688	1.89800000000002	2	4	3	NaN	F028_happy_antimcars0001-0057_half.avi
521.113	2.00900000000001	2	4	0	NaN	NULL
523.683	1.89999999999998	2	4	1	NaN	F028_happy_anticars0001-0057_half.avi
526.129	1.89800000000002	2	4	1	NaN	F028_happy_anticars0001-0057_half.avi
528.561	2.00900000000001	2	4	0	NaN	NULL
531.136	1.899	2	4	3	NaN	F028_happy_antimcars0001-0057_half.avi
533.563	2.00900000000001	2	4	5	28	TARGET
536.131	1.89800000000002	2	4	2	NaN	F028_happy_antim_anticars0001-0057_half.avi
538.573	1.89499999999998	2	4	4	NaN	F028_happy_cars0001-0057_half.avi
