onset	duration	sample	value	event_code	background	foreground_contrast	stimulus_cond
294.828	n/a	147414	fixpoint_ON	4	n/a	n/a	n/a
295.346	2.4	147673	stim_ON	8	1	1	1
300.658	n/a	150329	fixpoint_ON	4	n/a	n/a	n/a
301.174	2.4	150587	stim_ON	8	1	0.6	2
306.488	n/a	153244	fixpoint_ON	4	n/a	n/a	n/a
307.006	2.4	153503	stim_ON	8	1	0.3	3
312.318	n/a	156159	fixpoint_ON	4	n/a	n/a	n/a
312.836	2.4	156418	stim_ON	8	1	0	1
318.148	n/a	159074	fixpoint_ON	4	n/a	n/a	n/a
318.664	2.4	159332	stim_ON	8	1	1	1
323.978	n/a	161989	fixpoint_ON	4	n/a	n/a	n/a
324.496	2.4	162248	stim_ON	8	1	0.6	3
329.818	n/a	164909	fixpoint_ON	4	n/a	n/a	n/a
330.336	2.4	165168	stim_ON	8	1	0.3	2
335.658	n/a	167829	fixpoint_ON	4	n/a	n/a	n/a
336.176	2.4	168088	stim_ON	8	1	0	1
341.488	n/a	170744	fixpoint_ON	4	n/a	n/a	n/a
342.006	2.4	171003	stim_ON	8	0	0	3
347.318	n/a	173659	fixpoint_ON	4	n/a	n/a	n/a
347.836	2.4	173918	stim_ON	8	0	0.3	1
353.158	n/a	176579	fixpoint_ON	4	n/a	n/a	n/a
353.676	2.4	176838	stim_ON	8	0	0.6	2
358.988	n/a	179494	fixpoint_ON	4	n/a	n/a	n/a
359.506	2.4	179753	stim_ON	8	0	1	3
364.838	n/a	182419	fixpoint_ON	4	n/a	n/a	n/a
365.354	2.4	182677	stim_ON	8	1	0	1
370.678	n/a	185339	fixpoint_ON	4	n/a	n/a	n/a
371.194	2.4	185597	stim_ON	8	1	0.3	2
376.518	n/a	188259	fixpoint_ON	4	n/a	n/a	n/a
377.036	2.4	188518	stim_ON	8	1	0.6	3
382.348	n/a	191174	fixpoint_ON	4	n/a	n/a	n/a
382.864	2.4	191432	stim_ON	8	1	1	1
388.188	n/a	194094	fixpoint_ON	4	n/a	n/a	n/a
388.706	2.4	194353	stim_ON	8	1	0	2
394.018	n/a	197009	fixpoint_ON	4	n/a	n/a	n/a
394.536	2.4	197268	stim_ON	8	1	0.3	1
399.848	n/a	199924	fixpoint_ON	4	n/a	n/a	n/a
400.366	2.4	200183	stim_ON	8	1	0.6	3
405.678	n/a	202839	fixpoint_ON	4	n/a	n/a	n/a
406.194	2.4	203097	stim_ON	8	1	1	2
411.518	n/a	205759	fixpoint_ON	4	n/a	n/a	n/a
412.036	2.4	206018	stim_ON	8	1	0	1
417.348	n/a	208674	fixpoint_ON	4	n/a	n/a	n/a
417.868	2.4	208934	stim_ON	8	1	0.3	2
423.188	n/a	211594	fixpoint_ON	4	n/a	n/a	n/a
423.706	2.4	211853	stim_ON	8	1	0.6	3
429.028	n/a	214514	fixpoint_ON	4	n/a	n/a	n/a
429.548	2.4	214774	stim_ON	8	1	1	1
434.868	n/a	217434	fixpoint_ON	4	n/a	n/a	n/a
435.386	2.4	217693	stim_ON	8	1	1	3
440.698	n/a	220349	fixpoint_ON	4	n/a	n/a	n/a
441.216	2.4	220608	stim_ON	8	0	1	1
446.528	n/a	223264	fixpoint_ON	4	n/a	n/a	n/a
447.046	2.4	223523	stim_ON	8	1	0.6	2
452.358	n/a	226179	fixpoint_ON	4	n/a	n/a	n/a
452.878	2.4	226439	stim_ON	8	0	0.6	3
458.188	n/a	229094	fixpoint_ON	4	n/a	n/a	n/a
458.706	2.4	229353	stim_ON	8	1	0.3	1
464.018	n/a	232009	fixpoint_ON	4	n/a	n/a	n/a
464.536	2.4	232268	stim_ON	8	0	0.3	2
469.848	n/a	234924	fixpoint_ON	4	n/a	n/a	n/a
470.366	2.4	235183	stim_ON	8	1	0	3
475.68	n/a	237840	fixpoint_ON	4	n/a	n/a	n/a
476.198	2.4	238099	stim_ON	8	0	0	1
484.759	n/a	242379.5	boundary	boundary	n/a	n/a	n/a
