onset	duration	trial_type	trial_number	stroop_condition	stim_text(PL)	stim_text(eng)	stim_color(PL)	stim_color(eng)	response_type	response_color
54.0522	1.45	INK	3	Incongruent	żółty	yellow	niebieski	blue	hit	n/a
55.4743	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
55.5023	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
56.5189	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
57.0356	0.9167	INK	4	Neutral	xxxxxxx	xxxxxxx	niebieski	blue	hit	n/a
57.9341	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
57.9523	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
58.9689	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
59.4856	0.9667	INK	5	Incongruent	żółty	yellow	czerwony	red	hit	n/a
60.4259	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
60.4523	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
61.469	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
61.9856	0.8167	INK	6	Incongruent	niebieski	blue	żółty	yellow	hit	n/a
62.7739	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
62.8023	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
63.819	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
64.3357	0.6667	INK	7	Neutral	xxxxxxxxx	xxxxxxxxx	żółty	yellow	hit	n/a
64.9783	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
65.0023	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
66.019	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
66.5357	0.6167	INK	8	Neutral	xxxxxxx	xxxxxxx	żółty	yellow	hit	n/a
67.1187	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
67.1523	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
68.169	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
68.6857	0.4667	INK	9	Incongruent	czerwony	red	żółty	yellow	hit	n/a
69.1313	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
69.1524	1.0166	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
70.169	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
70.6857	0.9833	INK	10	Neutral	xxxxxxxx	xxxxxxxx	zielony	green	hit	n/a
71.639	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
71.669	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
72.6857	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
73.2024	0.5667	INK	11	Incongruent	żółty	yellow	zielony	green	hit	n/a
73.7475	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
73.7691	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
74.7857	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
75.3024	0.6833	INK	12	Incongruent	żółty	yellow	niebieski	blue	hit	n/a
75.9677	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
75.9858	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
77.0024	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
77.5191	0.6667	INK	13	Neutral	xxxxx	xxxxx	zielony	green	hit	n/a
78.156	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
78.1858	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
79.2024	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
79.7191	0.6334	INK	14	Neutral	xxxxxxx	xxxxxxx	żółty	yellow	hit	n/a
80.3282	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
80.3525	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
81.3691	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
81.8858	0.6	INK	15	Incongruent	zielony	green	czerwony	red	hit	n/a
82.4527	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
82.4858	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
83.5025	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
84.0191	0.6333	INK	16	Incongruent	czerwony	red	niebieski	blue	hit	n/a
84.6251	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
84.6525	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
85.6692	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
86.1858	0.6667	INK	17	Incongruent	zielony	green	czerwony	red	hit	n/a
86.8293	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
86.8525	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
87.8692	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
88.3858	0.6167	INK	18	Incongruent	czerwony	red	zielony	green	hit	n/a
88.9698	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
89.0025	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
90.0192	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
90.5359	0.7	INK	19	Incongruent	zielony	green	niebieski	blue	hit	n/a
91.206	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
91.2359	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
92.2525	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
92.7692	0.4667	INK	20	Neutral	xxxxxxx	xxxxxxx	żółty	yellow	hit	n/a
93.2185	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
93.2359	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
94.2525	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
94.7692	0.6667	INK	21	Neutral	xxxxxxx	xxxxxxx	niebieski	blue	hit	n/a
95.407	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
95.4359	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
96.4526	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
96.9693	0.7833	INK	22	Neutral	xxxxxxxxx	xxxxxxxxx	zielony	green	hit	n/a
97.7229	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
97.7526	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
98.7693	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
99.2859	0.6	INK	23	Neutral	xxxxx	xxxxx	niebieski	blue	hit	n/a
99.8633	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
99.8859	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
100.9026	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
101.4193	0.5833	INK	24	Incongruent	niebieski	blue	czerwony	red	hit	n/a
101.9719	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
102.0026	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
103.0193	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
103.536	0.8	INK	25	Incongruent	czerwony	red	zielony	green	hit	n/a
104.3039	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
104.336	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
105.3527	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
105.8693	0.4667	INK	26	Neutral	xxxxxxxx	xxxxxxxx	niebieski	blue	hit	n/a
106.3165	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
106.336	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
107.3527	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
107.8693	0.7667	INK	27	Neutral	xxxxxxxx	xxxxxxxx	zielony	green	hit	n/a
108.6166	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
108.636	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
109.6527	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
110.1694	0.8333	INK	28	Neutral	xxxxx	xxxxx	niebieski	blue	hit	n/a
110.9805	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
111.0027	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
112.0194	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
112.536	0.55	INK	29	Neutral	xxxxxxxxx	xxxxxxxxx	żółty	yellow	hit	n/a
113.057	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
113.086	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
114.1027	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
114.6194	0.75	INK	30	Neutral	xxxxx	xxxxx	niebieski	blue	hit	n/a
115.3412	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
115.3694	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
116.3861	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
116.9027	0.65	INK	31	Incongruent	czerwony	red	niebieski	blue	hit	n/a
117.5295	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
117.5528	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
118.5694	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
119.0861	0.6833	INK	32	Incongruent	zielony	green	żółty	yellow	hit	n/a
119.7497	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
119.7694	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
120.7861	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
121.3028	0.7333	INK	33	Incongruent	niebieski	blue	zielony	green	hit	n/a
122.0179	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
122.0361	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
123.0528	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
123.5695	0.5833	INK	34	Incongruent	czerwony	red	żółty	yellow	hit	n/a
124.1264	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
124.1528	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
125.1695	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
125.6861	0.5667	INK	35	Neutral	xxxxxxxxx	xxxxxxxxx	czerwony	red	hit	n/a
126.2347	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
126.2528	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
127.2695	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
127.7862	0.95	INK	36	Neutral	xxxxxxx	xxxxxxx	czerwony	red	hit	n/a
128.7106	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
128.7362	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
129.7528	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
130.2695	0.5833	INK	37	Neutral	xxxxxxxxx	xxxxxxxxx	żółty	yellow	hit	n/a
130.8191	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
130.8529	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
131.8695	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
132.3862	0.9333	INK	38	Incongruent	żółty	yellow	zielony	green	hit	n/a
133.2948	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
133.3195	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
134.3362	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
134.8529	0.75	INK	39	Incongruent	czerwony	red	żółty	yellow	hit	n/a
135.579	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
135.6029	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
136.6196	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
137.1362	0.5667	INK	40	Neutral	xxxxxxxx	xxxxxxxx	żółty	yellow	hit	n/a
137.6715	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
137.7029	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
138.7196	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
139.2362	0.55	INK	41	Neutral	xxxxxxxxx	xxxxxxxxx	czerwony	red	hit	n/a
139.764	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
139.7863	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
140.8029	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
141.3196	0.7	INK	42	Incongruent	niebieski	blue	żółty	yellow	hit	n/a
142.0001	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
142.0196	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
143.0363	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
143.553	0.6333	INK	43	Neutral	xxxxxxx	xxxxxxx	czerwony	red	hit	n/a
144.1564	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
144.1863	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
145.203	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
145.7196	0.65	INK	44	Incongruent	zielony	green	żółty	yellow	hit	n/a
146.3448	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
146.3696	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
147.3863	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
147.903	0.45	INK	45	Incongruent	żółty	yellow	czerwony	red	hit	n/a
148.3255	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
148.353	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
149.3697	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
149.8863	0.95	INK	46	Neutral	xxxxxxxx	xxxxxxxx	niebieski	blue	hit	n/a
150.8172	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
150.8363	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
151.853	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
152.3697	0.4833	INK	47	Incongruent	czerwony	red	niebieski	blue	hit	n/a
152.8298	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
152.853	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
153.8697	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
154.3864	0.65	INK	48	Neutral	xxxxx	xxxxx	czerwony	red	hit	n/a
155.0182	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
155.0364	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
156.053	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
156.5697	0.6833	INK	49	Incongruent	żółty	yellow	niebieski	blue	hit	n/a
157.2224	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
157.2531	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
158.2697	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
158.7864	0.6167	INK	50	Neutral	xxxxxxx	xxxxxxx	niebieski	blue	hit	n/a
159.3788	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
159.4031	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
160.4198	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
160.9364	0.5833	INK	51	Incongruent	zielony	green	żółty	yellow	hit	n/a
161.4872	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
161.5198	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
162.5364	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
163.0531	0.75	INK	52	Neutral	xxxxxxxxx	xxxxxxxxx	zielony	green	hit	n/a
163.7713	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
163.8031	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
164.8198	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
165.3365	1.0	INK	53	Incongruent	żółty	yellow	zielony	green	hit	n/a
166.3112	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
166.3365	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
167.3531	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
167.8698	0.5	INK	54	Neutral	xxxxxxxxx	xxxxxxxxx	zielony	green	hit	n/a
168.3397	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
168.3698	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
169.3865	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
169.9032	0.6167	INK	55	Incongruent	żółty	yellow	czerwony	red	hit	n/a
170.496	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
170.5198	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
171.5365	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
172.0532	0.6333	INK	56	Incongruent	niebieski	blue	żółty	yellow	hit	n/a
172.6524	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
172.6865	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
173.7032	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
174.2199	0.95	INK	57	Neutral	xxxxx	xxxxx	zielony	green	hit	n/a
175.1442	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
175.1699	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
