onset	duration	trial_type	n_back_condition	trial_number	stimulus	response_type
104.8162	1.0167	ISI	n/a	n/a	n/a	n/a
105.8328	0.5167	DISTRACTOR	2	16	I	Correct Rejection
106.3495	1.0167	ISI	n/a	n/a	n/a	n/a
107.3662	0.5167	TARGET	2	17	A	Hit
107.8516	n/a	RESPONSE	n/a	n/a	n/a	n/a
107.8829	1.0167	ISI	n/a	n/a	n/a	n/a
108.8995	0.5167	TARGET	2	18	I	Miss
109.4162	1.0167	ISI	n/a	n/a	n/a	n/a
110.4329	0.5167	DISTRACTOR	2	19	G	Correct Rejection
110.9495	1.0167	ISI	n/a	n/a	n/a	n/a
111.9662	0.5167	DISTRACTOR	2	20	H	Correct Rejection
112.4829	1.0167	ISI	n/a	n/a	n/a	n/a
113.4996	0.5167	DISTRACTOR	2	21	A	Correct Rejection
114.0162	1.0167	ISI	n/a	n/a	n/a	n/a
115.0329	0.5167	DISTRACTOR	2	22	F	Correct Rejection
115.5496	1.0167	ISI	n/a	n/a	n/a	n/a
116.5663	0.5167	DISTRACTOR	2	23	J	Correct Rejection
117.0829	1.0167	ISI	n/a	n/a	n/a	n/a
118.0996	0.5167	TARGET	2	24	F	Miss
118.6163	1.0167	ISI	n/a	n/a	n/a	n/a
119.6329	0.5167	TARGET	2	25	J	Hit
120.1496	1.0167	ISI	n/a	n/a	n/a	n/a
120.2792	n/a	RESPONSE	n/a	n/a	n/a	n/a
121.1663	0.5167	DISTRACTOR	2	26	C	Correct Rejection
121.683	1.0167	ISI	n/a	n/a	n/a	n/a
122.6996	0.5167	DISTRACTOR	2	27	H	Correct Rejection
123.2163	1.0167	ISI	n/a	n/a	n/a	n/a
124.233	0.5167	TARGET	2	28	C	Hit
124.7038	n/a	RESPONSE	n/a	n/a	n/a	n/a
124.7497	1.0167	ISI	n/a	n/a	n/a	n/a
125.7663	0.5167	DISTRACTOR	2	29	G	Correct Rejection
126.283	1.0167	ISI	n/a	n/a	n/a	n/a
127.2997	0.5167	DISTRACTOR	2	30	F	Correct Rejection
127.8164	1.0167	ISI	n/a	n/a	n/a	n/a
128.833	0.5167	TARGET	2	31	G	Hit
129.3497	1.0167	ISI	n/a	n/a	n/a	n/a
129.7513	n/a	RESPONSE	n/a	n/a	n/a	n/a
130.3664	0.5167	DISTRACTOR	2	32	J	Correct Rejection
130.883	1.0167	ISI	n/a	n/a	n/a	n/a
131.8997	0.5167	TARGET	2	33	G	Miss
132.4164	1.0167	ISI	n/a	n/a	n/a	n/a
133.4331	0.5167	DISTRACTOR	2	34	B	Correct Rejection
133.9497	1.0167	ISI	n/a	n/a	n/a	n/a
134.9664	0.5167	DISTRACTOR	2	35	C	Correct Rejection
135.4831	1.0167	ISI	n/a	n/a	n/a	n/a
136.4997	0.5167	TARGET	2	36	B	Miss
137.0164	1.0167	ISI	n/a	n/a	n/a	n/a
138.0331	0.5167	DISTRACTOR	2	37	J	Correct Rejection
138.5498	1.0167	ISI	n/a	n/a	n/a	n/a
139.5664	0.5167	DISTRACTOR	2	38	A	Correct Rejection
140.0831	1.0167	ISI	n/a	n/a	n/a	n/a
141.0998	0.5167	DISTRACTOR	2	39	G	Correct Rejection
141.6164	1.0167	ISI	n/a	n/a	n/a	n/a
142.6331	0.5167	DISTRACTOR	2	40	J	False Alarm
143.1212	n/a	RESPONSE	n/a	n/a	n/a	n/a
143.1498	1.0167	ISI	n/a	n/a	n/a	n/a
144.1665	0.5167	DISTRACTOR	2	41	J	Correct Rejection
144.6831	1.0167	ISI	n/a	n/a	n/a	n/a
145.6998	0.5167	DISTRACTOR	2	42	A	Correct Rejection
146.2165	1.0167	ISI	n/a	n/a	n/a	n/a
147.2332	0.5167	DISTRACTOR	2	43	A	Correct Rejection
147.7498	1.0167	ISI	n/a	n/a	n/a	n/a
148.7665	0.5167	DISTRACTOR	2	44	D	Correct Rejection
149.2832	1.0167	ISI	n/a	n/a	n/a	n/a
150.2999	0.5167	DISTRACTOR	2	45	H	Correct Rejection
150.8165	1.0167	ISI	n/a	n/a	n/a	n/a
151.8332	0.5167	DISTRACTOR	2	46	A	Correct Rejection
152.3499	1.0167	ISI	n/a	n/a	n/a	n/a
153.3665	0.5167	DISTRACTOR	2	47	A	Correct Rejection
153.8832	1.0167	ISI	n/a	n/a	n/a	n/a
154.8999	0.5167	TARGET	2	48	A	Hit
155.4166	1.0167	ISI	n/a	n/a	n/a	n/a
155.5008	n/a	RESPONSE	n/a	n/a	n/a	n/a
156.4332	0.5167	DISTRACTOR	2	49	J	Correct Rejection
156.9499	1.0167	ISI	n/a	n/a	n/a	n/a
157.9666	0.5167	DISTRACTOR	2	50	D	Correct Rejection
158.4833	1.1	ISI	n/a	n/a	n/a	n/a
169.0147	n/a	RESPONSE	n/a	n/a	n/a	n/a
169.0833	1.0167	ISI	n/a	n/a	n/a	n/a
170.1	0.5167	DISTRACTOR	3	1	E	Correct Rejection
170.6167	1.0167	ISI	n/a	n/a	n/a	n/a
171.6334	0.5167	DISTRACTOR	3	2	F	Correct Rejection
172.15	1.0167	ISI	n/a	n/a	n/a	n/a
173.1667	0.5167	DISTRACTOR	3	3	H	Correct Rejection
173.6834	1.0167	ISI	n/a	n/a	n/a	n/a
174.7	0.5167	DISTRACTOR	3	4	A	Correct Rejection
175.2167	1.0167	ISI	n/a	n/a	n/a	n/a
176.2334	0.5167	DISTRACTOR	3	5	H	Correct Rejection
176.7501	1.0167	ISI	n/a	n/a	n/a	n/a
177.7667	0.5167	TARGET	3	6	H	Miss
178.2834	1.0167	ISI	n/a	n/a	n/a	n/a
179.3001	0.5167	DISTRACTOR	3	7	D	Correct Rejection
179.8168	1.0167	ISI	n/a	n/a	n/a	n/a
180.8334	0.5167	DISTRACTOR	3	8	J	Correct Rejection
181.3501	1.0167	ISI	n/a	n/a	n/a	n/a
182.3668	0.5167	TARGET	3	9	H	Hit
182.8834	1.0167	ISI	n/a	n/a	n/a	n/a
182.9915	n/a	RESPONSE	n/a	n/a	n/a	n/a
183.9001	0.5167	DISTRACTOR	3	10	E	Correct Rejection
184.4168	1.0167	ISI	n/a	n/a	n/a	n/a
185.4335	0.5167	DISTRACTOR	3	11	B	Correct Rejection
185.9501	1.0167	ISI	n/a	n/a	n/a	n/a
186.9668	0.5167	DISTRACTOR	3	12	G	Correct Rejection
187.4835	1.0167	ISI	n/a	n/a	n/a	n/a
188.5002	0.5167	DISTRACTOR	3	13	H	Correct Rejection
189.0168	1.0167	ISI	n/a	n/a	n/a	n/a
190.0335	0.5167	DISTRACTOR	3	14	H	Correct Rejection
190.5502	1.0167	ISI	n/a	n/a	n/a	n/a
191.5668	0.5167	DISTRACTOR	3	15	I	Correct Rejection
192.0835	1.0167	ISI	n/a	n/a	n/a	n/a
193.1002	0.5167	DISTRACTOR	3	16	A	Correct Rejection
193.6169	1.0167	ISI	n/a	n/a	n/a	n/a
194.6335	0.5167	DISTRACTOR	3	17	C	Correct Rejection
195.1502	1.0167	ISI	n/a	n/a	n/a	n/a
196.1669	0.5167	DISTRACTOR	3	18	E	Correct Rejection
196.6836	1.0167	ISI	n/a	n/a	n/a	n/a
197.7002	0.5167	TARGET	3	19	A	Miss
198.2169	1.0167	ISI	n/a	n/a	n/a	n/a
199.2336	0.5167	DISTRACTOR	3	20	G	Correct Rejection
199.7502	1.0167	ISI	n/a	n/a	n/a	n/a
200.7669	0.5167	TARGET	3	21	E	Miss
201.2836	1.0167	ISI	n/a	n/a	n/a	n/a
202.3003	0.5167	DISTRACTOR	3	22	J	Correct Rejection
202.8169	1.0167	ISI	n/a	n/a	n/a	n/a
203.8336	0.5167	DISTRACTOR	3	23	D	Correct Rejection
204.3503	1.0167	ISI	n/a	n/a	n/a	n/a
205.367	0.5167	DISTRACTOR	3	24	A	False Alarm
205.8836	1.0167	ISI	n/a	n/a	n/a	n/a
206.0411	n/a	RESPONSE	n/a	n/a	n/a	n/a
206.9003	0.5167	DISTRACTOR	3	25	E	Correct Rejection
207.417	1.0167	ISI	n/a	n/a	n/a	n/a
208.4336	0.5167	DISTRACTOR	3	26	J	Correct Rejection
208.9503	1.0167	ISI	n/a	n/a	n/a	n/a
209.967	0.5167	DISTRACTOR	3	27	H	Correct Rejection
210.4837	1.0167	ISI	n/a	n/a	n/a	n/a
211.5003	0.5167	DISTRACTOR	3	28	G	Correct Rejection
212.017	1.0167	ISI	n/a	n/a	n/a	n/a
213.0337	0.5167	DISTRACTOR	3	29	I	Correct Rejection
213.5503	1.0167	ISI	n/a	n/a	n/a	n/a
214.567	0.5167	DISTRACTOR	3	30	C	Correct Rejection
215.0837	1.0167	ISI	n/a	n/a	n/a	n/a
216.1004	0.5167	TARGET	3	31	G	Miss
216.617	1.0167	ISI	n/a	n/a	n/a	n/a
217.6337	0.5167	DISTRACTOR	3	32	F	Correct Rejection
218.1504	1.0167	ISI	n/a	n/a	n/a	n/a
219.1671	0.5167	TARGET	3	33	C	Hit
219.6837	1.0167	ISI	n/a	n/a	n/a	n/a
219.8101	n/a	RESPONSE	n/a	n/a	n/a	n/a
220.7004	0.5167	DISTRACTOR	3	34	J	Correct Rejection
221.2171	1.0167	ISI	n/a	n/a	n/a	n/a
222.2337	0.5167	DISTRACTOR	3	35	A	Correct Rejection
222.7504	1.0167	ISI	n/a	n/a	n/a	n/a
223.7671	0.5167	DISTRACTOR	3	36	H	Correct Rejection
224.2838	1.0167	ISI	n/a	n/a	n/a	n/a
225.3004	0.5167	DISTRACTOR	3	37	G	Correct Rejection
225.8171	1.0167	ISI	n/a	n/a	n/a	n/a
226.8338	0.5167	DISTRACTOR	3	38	C	Correct Rejection
227.3505	1.0167	ISI	n/a	n/a	n/a	n/a
228.3671	0.5167	DISTRACTOR	3	39	F	Correct Rejection
228.8838	1.0167	ISI	n/a	n/a	n/a	n/a
229.9005	0.5167	DISTRACTOR	3	40	B	Correct Rejection
230.4171	1.0167	ISI	n/a	n/a	n/a	n/a
231.4338	0.5167	DISTRACTOR	3	41	F	Correct Rejection
231.9505	1.0167	ISI	n/a	n/a	n/a	n/a
232.9672	0.5167	TARGET	3	42	F	Miss
233.4838	1.0167	ISI	n/a	n/a	n/a	n/a
234.5005	0.5167	TARGET	3	43	B	Miss
235.0172	1.0167	ISI	n/a	n/a	n/a	n/a
236.0339	0.5167	DISTRACTOR	3	44	H	Correct Rejection
236.5505	1.0167	ISI	n/a	n/a	n/a	n/a
237.5672	0.5167	DISTRACTOR	3	45	J	False Alarm
238.0201	n/a	RESPONSE	n/a	n/a	n/a	n/a
238.0839	1.0167	ISI	n/a	n/a	n/a	n/a
239.1005	0.5167	TARGET	3	46	B	Miss
239.6172	1.0167	ISI	n/a	n/a	n/a	n/a
240.6339	0.5167	DISTRACTOR	3	47	B	Correct Rejection
241.1506	1.0167	ISI	n/a	n/a	n/a	n/a
242.1672	0.5167	DISTRACTOR	3	48	F	Correct Rejection
242.6839	1.0167	ISI	n/a	n/a	n/a	n/a
243.7006	0.5167	TARGET	3	49	B	Hit
244.1219	n/a	RESPONSE	n/a	n/a	n/a	n/a
244.2173	1.0167	ISI	n/a	n/a	n/a	n/a
245.2339	0.5167	DISTRACTOR	3	50	D	Correct Rejection
245.7506	1.0334	ISI	n/a	n/a	n/a	n/a
247.8918	n/a	RESPONSE	n/a	n/a	n/a	n/a
