onset	duration	modality	hand_ori	finger	touch_side	mov_num	target	run_num	block_num	trial_num_per_run	trial_num_per_block
1319.0557	2.8023	1	1	1	2	11	1	3	4	136	11
1321.6807	2.8023	1	1	1	2	10	1	3	4	137	12
1324.3062	2.8023	1	1	2	1	7	1	3	4	138	13
1326.9312	2.8023	1	1	1	2	12	1	3	4	139	14
1329.5566	2.8023	1	1	1	2	11	1	3	4	140	15
1332.1821	2.8023	1	1	1	2	11	1	3	4	141	16
1334.8071	2.8023	1	1	2	1	9	1	3	4	142	17
1337.4326	2.8023	1	1	2	1	8	1	3	4	143	18
1339.2661	2.8023	2	1	2	1	0	1	3	4	144	19
1341.8916	2.8023	2	1	2	1	0	1	3	4	145	20
1344.5166	2.8023	2	1	2	1	0	1	3	4	146	21
1347.1421	2.8023	2	1	1	2	0	1	3	4	147	22
1349.7676	2.8023	2	1	1	2	0	2	3	4	148	23
1352.3926	2.8023	2	1	1	2	0	1	3	4	149	24
1355.0181	2.8023	2	1	2	1	0	1	3	4	150	25
1357.6436	2.8023	2	1	2	1	0	1	3	4	151	26
1360.2686	2.8023	2	1	1	2	0	1	3	4	152	27
1362.894	2.8023	2	1	1	2	0	1	3	4	153	28
1366.311	2.8023	1	1	1	2	10	1	3	4	154	29
1368.9365	2.8023	1	1	2	1	20	2	3	4	155	30
1371.562	2.8023	1	1	2	1	7	1	3	4	156	31
1374.187	2.8023	1	1	2	1	7	1	3	4	157	32
1376.8125	2.8023	1	1	1	2	11	1	3	4	158	33
1379.4375	2.8023	1	1	2	1	9	1	3	4	159	34
1382.063	2.8023	1	1	2	1	9	1	3	4	160	35
1384.6885	2.8023	1	1	2	1	7	1	3	4	161	36
1387.3135	2.8023	1	1	1	2	22	2	3	4	162	37
1389.939	2.8023	1	1	1	2	11	1	3	4	163	38
1392.5645	2.8023	1	1	1	2	12	1	3	4	164	39
1403.1157	2.8023	1	1	2	1	9	1	4	1	1	1
1405.7407	2.8023	1	1	2	1	9	1	4	1	2	2
1408.3662	2.8023	1	1	2	1	9	1	4	1	3	3
1410.9917	2.8023	1	1	1	2	12	1	4	1	4	4
1413.6167	2.8023	1	1	1	2	12	1	4	1	5	5
1416.2422	2.8023	1	1	2	1	8	1	4	1	6	6
1418.8672	2.8023	1	1	1	2	24	2	4	1	7	7
1421.4927	2.8023	1	1	1	2	12	1	4	1	8	8
1424.1182	2.8023	1	1	2	1	8	1	4	1	9	9
1426.7432	2.8023	1	1	1	2	10	1	4	1	10	10
1428.5767	2.8023	2	1	2	1	0	1	4	1	11	11
1431.2021	2.8023	2	1	1	2	0	1	4	1	12	12
1433.8276	2.8023	2	1	1	2	0	1	4	1	13	13
1436.4526	2.8023	2	1	1	2	0	1	4	1	14	14
1439.0781	2.8023	2	1	2	1	0	1	4	1	15	15
1441.7036	2.8023	2	1	2	1	0	1	4	1	16	16
1444.3286	2.8023	2	1	1	2	0	1	4	1	17	17
1446.9541	2.8023	2	1	2	1	0	2	4	1	18	18
1449.5796	2.8023	2	1	1	2	0	1	4	1	19	19
1452.2046	2.8023	2	1	2	1	0	1	4	1	20	20
1455.6221	2.8023	1	1	1	2	12	1	4	1	21	21
1458.2471	2.8023	1	1	2	1	7	1	4	1	22	22
1460.8726	2.8023	1	1	1	2	11	1	4	1	23	23
1463.4976	2.8023	1	1	1	2	10	1	4	1	24	24
1466.123	2.8023	1	1	1	2	23	2	4	1	25	25
1468.7485	2.8023	1	1	1	2	10	1	4	1	26	26
1471.3735	2.8023	1	1	2	1	9	1	4	1	27	27
1473.9995	2.8023	1	1	2	1	8	1	4	1	28	28
1476.6245	2.8023	1	1	1	2	24	2	4	1	29	29
1479.2495	2.8023	1	1	1	2	12	1	4	1	30	30
1481.875	2.8023	1	1	2	1	9	1	4	1	31	31
1483.7085	2.8023	2	1	1	2	0	1	4	1	32	32
1486.334	2.8023	2	1	2	1	0	2	4	1	33	33
1488.959	2.8023	2	1	2	1	0	1	4	1	34	34
1491.5845	2.8023	2	1	2	1	0	1	4	1	35	35
1494.21	2.8023	2	1	1	2	0	1	4	1	36	36
1496.835	2.8023	2	1	1	2	0	1	4	1	37	37
1499.4604	2.8023	2	1	2	1	0	1	4	1	38	38
1502.0859	2.8023	2	1	2	1	0	2	4	1	39	39
1504.7109	2.8023	2	1	2	1	0	1	4	1	40	40
1507.3364	2.8023	2	1	2	1	0	1	4	1	41	41
1509.9619	2.8023	2	1	1	2	0	1	4	1	42	42
1520.1548	2.8023	1	2	1	1	4	1	4	2	43	1
1522.7798	2.8023	1	2	1	1	6	1	4	2	44	2
1525.4053	2.8023	1	2	2	2	2	1	4	2	45	3
1528.0308	2.8023	1	2	1	1	16	2	4	2	46	4
1530.6558	2.8023	1	2	1	1	5	1	4	2	47	5
1533.2813	2.8023	1	2	1	1	6	1	4	2	48	6
1535.9063	2.8023	1	2	2	2	3	1	4	2	49	7
1538.5317	2.8023	1	2	1	1	6	1	4	2	50	8
1541.1572	2.8023	1	2	2	2	3	1	4	2	51	9
1543.7827	2.8023	1	2	2	2	13	2	4	2	52	10
1546.4077	2.8023	1	2	1	1	6	1	4	2	53	11
1548.2412	2.8023	2	2	1	1	0	1	4	2	54	12
1550.8667	2.8023	2	2	1	1	0	1	4	2	55	13
1553.4922	2.8023	2	2	1	1	0	1	4	2	56	14
1556.1172	2.8023	2	2	2	2	0	2	4	2	57	15
1558.7427	2.8023	2	2	2	2	0	1	4	2	58	16
1561.3682	2.8023	2	2	2	2	0	1	4	2	59	17
1563.9932	2.8023	2	2	2	2	0	1	4	2	60	18
1566.6187	2.8023	2	2	2	2	0	2	4	2	61	19
1569.2437	2.8023	2	2	1	1	0	1	4	2	62	20
1571.8691	2.8023	2	2	2	2	0	1	4	2	63	21
1574.4946	2.8023	2	2	2	2	0	1	4	2	64	22
1577.9116	2.8023	1	2	1	1	4	1	4	2	65	23
1580.5371	2.8023	1	2	2	2	15	2	4	2	66	24
1583.1621	2.8023	1	2	2	2	2	1	4	2	67	25
1585.7876	2.8023	1	2	2	2	1	1	4	2	68	26
1588.4131	2.8023	1	2	1	1	5	1	4	2	69	27
1591.0381	2.8023	1	2	1	1	4	1	4	2	70	28
1593.6636	2.8023	1	2	2	2	1	1	4	2	71	29
1596.2886	2.8023	1	2	1	1	16	2	4	2	72	30
1598.9141	2.8023	1	2	1	1	5	1	4	2	73	31
1601.5396	2.8023	1	2	1	1	5	1	4	2	74	32
1604.1646	2.8023	1	2	2	2	1	1	4	2	75	33
1606.79	2.8023	1	2	1	1	18	2	4	2	76	34
1608.6235	2.8023	2	2	2	2	0	1	4	2	77	35
1611.249	2.8023	2	2	1	1	0	1	4	2	78	36
1613.874	2.8023	2	2	1	1	0	1	4	2	79	37
1616.4995	2.8023	2	2	2	2	0	1	4	2	80	38
1619.125	2.8023	2	2	1	1	0	1	4	2	81	39
1621.7505	2.8023	2	2	2	2	0	1	4	2	82	40
1624.3755	2.8023	2	2	2	2	0	1	4	2	83	41
1627.001	2.8023	2	2	1	1	0	1	4	2	84	42
1629.626	2.8023	2	2	1	1	0	1	4	2	85	43
1640.4189	2.8023	1	1	1	2	10	1	4	3	86	1
1643.0444	2.8023	1	1	2	1	7	1	4	3	87	2
1645.6699	2.8023	1	1	1	2	12	1	4	3	88	3
1648.2949	2.8023	1	1	1	2	11	1	4	3	89	4
1650.9204	2.8023	1	1	1	2	11	1	4	3	90	5
1653.5459	2.8023	1	1	2	1	8	1	4	3	91	6
1656.1709	2.8023	1	1	2	1	9	1	4	3	92	7
1658.8296	2.8023	1	1	1	2	10	1	4	3	93	8
1661.4551	2.8023	1	1	2	1	20	2	4	3	94	9
1664.0806	2.8023	1	1	1	2	11	1	4	3	95	10
1665.9141	2.8023	2	1	2	1	0	1	4	3	96	11
1668.5391	2.8023	2	1	2	1	0	1	4	3	97	12
1671.1646	2.8023	2	1	2	1	0	1	4	3	98	13
1673.7896	2.8023	2	1	1	2	0	1	4	3	99	14
1676.415	2.8023	2	1	2	1	0	1	4	3	100	15
1679.0405	2.8023	2	1	1	2	0	1	4	3	101	16
1681.6655	2.8023	2	1	1	2	0	1	4	3	102	17
1684.291	2.8023	2	1	1	2	0	1	4	3	103	18
1686.9165	2.8023	2	1	2	1	0	2	4	3	104	19
1689.5415	2.8023	2	1	2	1	0	1	4	3	105	20
1692.959	2.8023	1	1	2	1	7	1	4	3	106	21
1695.584	2.8023	1	1	2	1	7	1	4	3	107	22
1698.2095	2.8023	1	1	2	1	7	1	4	3	108	23
1700.835	2.8023	1	1	2	1	20	2	4	3	109	24
1703.46	2.8023	1	1	1	2	11	1	4	3	110	25
1706.0854	2.8023	1	1	1	2	11	1	4	3	111	26
1708.7109	2.8023	1	1	1	2	10	1	4	3	112	27
1711.3359	2.8023	1	1	2	1	8	1	4	3	113	28
1713.9614	2.8023	1	1	2	1	7	1	4	3	114	29
1716.5864	2.8023	1	1	2	1	8	1	4	3	115	30
1719.2119	2.8023	1	1	1	2	24	2	4	3	116	31
1721.0454	2.8023	2	1	1	2	0	1	4	3	117	32
1723.6709	2.8023	2	1	2	1	0	1	4	3	118	33
1726.2959	2.8023	2	1	1	2	0	1	4	3	119	34
1728.9214	2.8023	2	1	1	2	0	1	4	3	120	35
1731.5469	2.8023	2	1	2	1	0	1	4	3	121	36
1734.1719	2.8023	2	1	2	1	0	1	4	3	122	37
1736.7974	2.8023	2	1	2	1	0	1	4	3	123	38
1739.4229	2.8023	2	1	2	1	0	2	4	3	124	39
1742.0479	2.8023	2	1	1	2	0	1	4	3	125	40
1744.6733	2.8023	2	1	1	2	0	1	4	3	126	41
1754.3164	2.8023	1	2	2	2	3	1	4	4	127	1
1756.9414	2.8023	1	2	2	2	2	1	4	4	128	2
1759.5674	2.8023	1	2	2	2	3	1	4	4	129	3
1762.1924	2.8023	1	2	1	1	6	1	4	4	130	4
1764.8174	2.8023	1	2	2	2	2	1	4	4	131	5
1767.4429	2.8023	1	2	2	2	1	1	4	4	132	6
1770.0679	2.8023	1	2	1	1	4	1	4	4	133	7
1772.6934	2.8023	1	2	1	1	18	2	4	4	134	8
1775.3188	2.8023	1	2	1	1	6	1	4	4	135	9
1777.9438	2.8023	1	2	1	1	5	1	4	4	136	10
1779.7773	2.8023	2	2	1	1	0	1	4	4	137	11
1782.4028	2.8023	2	2	2	2	0	1	4	4	138	12
1785.0283	2.8023	2	2	1	1	0	1	4	4	139	13
1787.6533	2.8023	2	2	1	1	0	1	4	4	140	14
1790.2788	2.8023	2	2	1	1	0	1	4	4	141	15
1792.9043	2.8023	2	2	2	2	0	1	4	4	142	16
1795.5293	2.8023	2	2	1	1	0	1	4	4	143	17
1798.1548	2.8023	2	2	2	2	0	1	4	4	144	18
1800.7803	2.8023	2	2	1	1	0	1	4	4	145	19
1804.1973	2.8023	1	2	2	2	2	1	4	4	146	20
1806.8228	2.8023	1	2	2	2	13	2	4	4	147	21
1809.4478	2.8023	1	2	2	2	3	1	4	4	148	22
1812.0732	2.8023	1	2	2	2	2	1	4	4	149	23
1814.6982	2.8023	1	2	1	1	5	1	4	4	150	24
1817.3237	2.8023	1	2	1	1	4	1	4	4	151	25
1819.9492	2.8023	1	2	2	2	13	2	4	4	152	26
1822.5742	2.8023	1	2	1	1	4	1	4	4	153	27
1825.1997	2.8023	1	2	2	2	1	1	4	4	154	28
1827.8252	2.8023	1	2	2	2	1	1	4	4	155	29
1830.4502	2.8023	1	2	1	1	17	2	4	4	156	30
1833.0757	2.8023	1	2	2	2	3	1	4	4	157	31
1834.9092	2.8023	2	2	2	2	0	1	4	4	158	32
1837.5347	2.8023	2	2	2	2	0	1	4	4	159	33
1840.1597	2.8023	2	2	2	2	0	1	4	4	160	34
1842.7852	2.8023	2	2	1	1	0	1	4	4	161	35
1845.4106	2.8023	2	2	1	1	0	1	4	4	162	36
1848.0356	2.8023	2	2	1	1	0	1	4	4	163	37
1850.6611	2.8023	2	2	2	2	0	1	4	4	164	38
1853.2866	2.8023	2	2	2	2	0	2	4	4	165	39
1855.9116	2.8023	2	2	2	2	0	1	4	4	166	40
1858.5371	2.8023	2	2	2	2	0	1	4	4	167	41
