onset	duration	trial_type	response_time	Offer	IsFairBlock
188.465000	3.523930	event_outgroup	1.985300	7	1
188.465000	0	event_RT	1.985300	7	1
192.757000	3.522090	event_accept_outgroup	1.246610	8	1
192.757000	3.522090	event_outgroup	1.246610	8	1
192.757000	0	event_RT	1.246610	8	1
197.045000	3.519880	event_reject_outgroup	1.028500	2	1
197.045000	3.519880	event_outgroup	1.028500	2	1
197.045000	0	event_RT	1.028500	2	1
201.337000	3.517850	event_reject_outgroup	1.056620	5	1
201.337000	3.517850	event_outgroup	1.056620	5	1
201.337000	0	event_RT	1.056620	5	1
205.623000	3.519370	event_accept_outgroup	1.240850	9	1
205.623000	3.519370	event_outgroup	1.240850	9	1
205.623000	0	event_RT	1.240850	9	1
209.910000	3.522030	event_accept_outgroup	1.023540	9	1
209.910000	3.522030	event_outgroup	1.023540	9	1
209.910000	0	event_RT	1.023540	9	1
221.448000	3.518380	event_reject_computer	1.546240	2	0
221.448000	3.518380	event_computer	1.546240	2	0
221.448000	33.500000	block_computer_unfair	n/a	n/a	n/a
225.724000	3.515060	event_reject_computer	1.339950	4	0
225.724000	3.515060	event_computer	1.339950	4	0
225.724000	0	event_RT	1.339950	4	0
230.007000	3.510560	event_reject_computer	1.026810	1	0
230.007000	3.510560	event_computer	1.026810	1	0
230.007000	0	event_RT	1.026810	1	0
234.275000	3.525810	event_accept_computer	1.529640	8	0
234.275000	3.525810	event_computer	1.529640	8	0
234.275000	0	event_RT	1.529640	8	0
238.559000	3.526850	event_reject_computer	1.031770	1	0
238.559000	3.526850	event_computer	1.031770	1	0
238.559000	0	event_RT	1.031770	1	0
242.856000	3.518790	event_reject_computer	1.472490	6	0
242.856000	3.518790	event_computer	1.472490	6	0
242.856000	0	event_RT	1.472490	6	0
247.132000	3.512680	event_reject_computer	1.032960	2	0
247.132000	3.512680	event_computer	1.032960	2	0
247.132000	0	event_RT	1.032960	2	0
251.401000	3.506630	event_reject_computer	1.335190	1	0
251.401000	3.506630	event_computer	1.335190	1	0
251.401000	0	event_RT	1.335190	1	0
264.912000	3.523500	event_accept_ingroup	1.417900	9	1
264.912000	3.523500	event_ingroup	1.417900	9	1
264.912000	33.500000	block_ingroup_fair	n/a	n/a	n/a
269.193000	3.514190	event_accept_ingroup	1.322590	9	1
269.193000	3.514190	event_ingroup	1.322590	9	1
269.193000	0	event_RT	1.322590	9	1
273.465000	3.508230	event_accept_ingroup	1.020850	9	1
273.465000	3.508230	event_ingroup	1.020850	9	1
273.465000	0	event_RT	1.020850	9	1
277.742000	3.523850	event_reject_ingroup	1.547580	6	1
277.742000	3.523850	event_ingroup	1.547580	6	1
277.742000	0	event_RT	1.547580	6	1
282.026000	3.510780	event_accept_ingroup	1.416830	7	1
282.026000	3.510780	event_ingroup	1.416830	7	1
282.026000	0	event_RT	1.416830	7	1
286.299000	3.514050	event_accept_ingroup	1.031280	10	1
286.299000	3.514050	event_ingroup	1.031280	10	1
286.299000	0	event_RT	1.031280	10	1
290.570000	3.523620	event_reject_ingroup	1.063820	4	1
290.570000	3.523620	event_ingroup	1.063820	4	1
290.570000	0	event_RT	1.063820	4	1
294.851000	3.523600	event_accept_ingroup	1.320730	7	1
294.851000	3.523600	event_ingroup	1.320730	7	1
294.851000	0	event_RT	1.320730	7	1
308.387000	3.515790	event_reject_outgroup	1.378310	3	0
308.387000	3.515790	event_outgroup	1.378310	3	0
308.387000	33.500000	block_outgroup_unfair	n/a	n/a	n/a
312.666000	3.513630	event_reject_outgroup	1.386360	4	0
312.666000	3.513630	event_outgroup	1.386360	4	0
312.666000	0	event_RT	1.386360	4	0
316.947000	3.519820	event_reject_outgroup	1.024720	5	0
316.947000	3.519820	event_outgroup	1.024720	5	0
316.947000	0	event_RT	1.024720	5	0
321.231000	3.519950	event_accept_outgroup	1.261250	9	0
321.231000	3.519950	event_outgroup	1.261250	9	0
321.231000	0	event_RT	1.261250	9	0
325.508000	3.513060	event_reject_outgroup	1.288870	2	0
325.508000	3.513060	event_outgroup	1.288870	2	0
325.508000	0	event_RT	1.288870	2	0
329.790000	3.513030	event_reject_outgroup	1.025380	1	0
329.790000	3.513030	event_outgroup	1.025380	1	0
329.790000	0	event_RT	1.025380	1	0
334.065000	3.515260	event_reject_outgroup	1.020580	1	0
334.065000	3.515260	event_outgroup	1.020580	1	0
334.065000	0	event_RT	1.020580	1	0
338.345000	3.514250	event_reject_outgroup	1.028020	1	0
338.345000	3.514250	event_outgroup	1.028020	1	0
338.345000	0	event_RT	1.028020	1	0
349.862000	3.514450	event_reject_ingroup	1.487700	5	0
349.862000	3.514450	event_ingroup	1.487700	5	0
349.862000	33.500000	block_ingroup_unfair	n/a	n/a	n/a
354.135000	3.508290	event_reject_ingroup	1.584590	3	0
354.135000	3.508290	event_ingroup	1.584590	3	0
354.135000	0	event_RT	1.584590	3	0
358.411000	3.513410	event_reject_ingroup	1.261500	1	0
358.411000	3.513410	event_ingroup	1.261500	1	0
358.411000	0	event_RT	1.261500	1	0
362.683000	3.513120	event_reject_ingroup	1.360310	1	0
362.683000	3.513120	event_ingroup	1.360310	1	0
362.683000	0	event_RT	1.360310	1	0
366.964000	3.515230	event_reject_ingroup	1.165630	2	0
366.964000	3.515230	event_ingroup	1.165630	2	0
366.964000	0	event_RT	1.165630	2	0
371.239000	3.514100	event_accept_ingroup	1.510880	7	0
371.239000	3.514100	event_ingroup	1.510880	7	0
371.239000	0	event_RT	1.510880	7	0
375.514000	3.507330	event_reject_ingroup	1.306870	4	0
375.514000	3.507330	event_ingroup	1.306870	4	0
375.514000	0	event_RT	1.306870	4	0
379.789000	3.521550	event_reject_ingroup	1.384290	1	0
379.789000	3.521550	event_ingroup	1.384290	1	0
379.789000	0	event_RT	1.384290	1	0
