onset	duration	trial_type	stimulus_name	set_num	keypress	response	rt	similarity_bin
84.0	3.5	Foil	stimuli/objects/foils/foil_1459.JPG	0	3#	New	0.956	0
87.5	3.5	First	stimuli/objects/setsof2/173b.jpg	173	3#	New	1.117	0
91.0	3.5	First	stimuli/objects/setsof2/138a.jpg	138	3#	New	0.958	0
94.5	3.5	Lure	stimuli/objects/setsof2/184a.jpg	184	2@	Similar	1.473	5
98.0	3.5	First	stimuli/objects/setsof2/021b.jpg	21	3#	New	0.885	0
101.5	3.5	Foil	stimuli/objects/foils/foil_1159.jpg	0	3#	New	1.014	0
105.0	3.5	Lure	stimuli/objects/setsof2/138b.jpg	138	2@	Similar	1.554	2
108.5	3.5	First	stimuli/objects/setsof2/062b.jpg	62	3#	New	0.904	0
112.0	3.5	Lure	stimuli/objects/setsof2/149a.jpg	149	5%	None	1.742	2
115.5	3.5	Foil	stimuli/objects/foils/foil_1692.JPG	0	3#	New	0.826	0
119.0	3.5	First	stimuli/objects/setsof2/141a.jpg	141	3#	New	1.054	0
122.5	3.5	Foil	stimuli/objects/foils/foil_1569.JPG	0	3#	New	0.907	0
126.0	3.5	Lure	stimuli/objects/setsof2/173a.jpg	173	2@	Similar	1.627	1
129.5	3.5	First	stimuli/objects/setsof2/094a.jpg	94	3#	New	1.052	0
133.0	3.5	Foil	stimuli/objects/foils/foil_1241.JPG	0	3#	New	0.778	0
136.5	3.5	Foil	stimuli/objects/foils/foil_1524.JPG	0	3#	New	0.845	0
140.0	3.5	First	stimuli/objects/setsof2/115a.jpg	115	3#	New	0.930	0
143.5	3.5	Foil	stimuli/objects/foils/foil_1044.JPG	0	3#	New	0.911	0
147.0	3.5	Foil	stimuli/objects/foils/foil_1065.JPG	0	3#	New	0.767	0
150.5	3.5	Foil	stimuli/objects/foils/foil_1186.JPG	0	3#	New	0.753	0
154.0	3.5	Repeat	stimuli/objects/setsof2/141a.jpg	141	1!	Old	1.366	0
157.5	3.5	Foil	stimuli/objects/foils/foil_1684.JPG	0	3#	New	0.736	0
161.0	3.5	First	stimuli/objects/setsof2/107b.jpg	107	3#	New	0.938	0
164.5	3.5	Lure	stimuli/objects/setsof2/092a.jpg	92	3#	New	0.926	6
168.0	3.5	Foil	stimuli/objects/foils/foil_1125.JPG	0	3#	New	0.852	0
171.5	3.5	First	stimuli/objects/setsof2/082b.jpg	82	3#	New	0.921	0
175.0	3.5	Repeat	stimuli/objects/setsof2/023a.jpg	23	5%	None	1.739	0
178.5	3.5	Foil	stimuli/objects/foils/foil_1183.JPG	0	3#	New	1.073	0
182.0	3.5	First	stimuli/objects/setsof2/056a.jpg	56	3#	New	0.789	0
185.5	3.5	Repeat	stimuli/objects/setsof2/083b.jpg	83	1!	Old	1.165	0
189.0	3.5	First	stimuli/objects/setsof2/134b.jpg	134	3#	New	0.790	0
192.5	3.5	First	stimuli/objects/setsof2/165a.jpg	165	3#	New	1.040	0
196.0	3.5	Foil	stimuli/objects/foils/foil_1077.JPG	0	3#	New	1.335	0
199.5	3.5	Lure	stimuli/objects/setsof2/094b.jpg	94	1!	Old	1.435	6
203.0	3.5	Foil	stimuli/objects/foils/foil_1225.JPG	0	3#	New	0.710	0
206.5	3.5	Foil	stimuli/objects/foils/foil_1300.JPG	0	3#	New	1.004	0
210.0	3.5	Lure	stimuli/objects/setsof2/115b.jpg	115	2@	Similar	1.653	1
213.5	3.5	First	stimuli/objects/setsof2/131b.jpg	131	3#	New	0.790	0
217.0	3.5	Repeat	stimuli/objects/setsof2/056a.jpg	56	1!	Old	1.202	0
220.5	3.5	First	stimuli/objects/setsof2/058b.jpg	58	3#	New	0.807	0
224.0	3.5	First	stimuli/objects/setsof2/185a.jpg	185	3#	New	0.881	0
227.5	3.5	Lure	stimuli/objects/setsof2/107a.jpg	107	2@	Similar	1.498	3
231.0	3.5	Foil	stimuli/objects/foils/foil_1023.jpg	0	3#	New	0.809	0
234.5	3.5	First	stimuli/objects/setsof2/152b.jpg	152	3#	New	0.925	0
238.0	3.5	Foil	stimuli/objects/foils/foil_1621.JPG	0	3#	New	0.850	0
241.5	3.5	Foil	stimuli/objects/foils/foil_1113.JPG	0	3#	New	0.814	0
245.0	3.5	First	stimuli/objects/setsof2/109a.jpg	109	3#	New	0.883	0
248.5	3.5	Repeat	stimuli/objects/setsof2/021b.jpg	21	1!	Old	1.554	0
252.0	3.5	Lure	stimuli/objects/setsof2/062a.jpg	62	5%	None	1.735	2
255.5	3.5	First	stimuli/objects/setsof2/103b.jpg	103	3#	New	0.827	0
259.0	3.5	Foil	stimuli/objects/foils/foil_1215.JPG	0	3#	New	0.938	0
262.5	3.5	Repeat	stimuli/objects/setsof2/185a.jpg	185	2@	Similar	1.504	0
266.0	3.5	First	stimuli/objects/setsof2/065a.jpg	65	3#	New	0.879	0
269.5	3.5	Foil	stimuli/objects/foils/foil_1474.JPG	0	3#	New	1.214	0
273.0	3.5	Lure	stimuli/objects/setsof2/152a.jpg	152	2@	Similar	1.396	1
276.5	3.5	Lure	stimuli/objects/setsof2/131a.jpg	131	2@	Similar	1.462	3
280.0	3.5	First	stimuli/objects/setsof2/003b.jpg	3	3#	New	1.230	0
283.5	3.5	Lure	stimuli/objects/setsof2/058a.jpg	58	1!	Old	1.641	2
287.0	3.5	Repeat	stimuli/objects/setsof2/109a.jpg	109	1!	Old	1.356	0
290.5	3.5	Lure	stimuli/objects/setsof2/103a.jpg	103	2@	Similar	1.160	1
294.0	3.5	Foil	stimuli/objects/foils/foil_1698.JPG	0	3#	New	1.495	0
297.5	3.5	First	stimuli/objects/setsof2/127a.jpg	127	3#	New	1.295	0
301.0	3.5	First	stimuli/objects/setsof2/097b.jpg	97	3#	New	0.914	0
304.5	3.5	Foil	stimuli/objects/foils/foil_1046.JPG	0	3#	New	1.584	0
308.0	3.5	Lure	stimuli/objects/setsof2/134a.jpg	134	2@	Similar	1.309	1
311.5	3.5	Repeat	stimuli/objects/setsof2/082b.jpg	82	3#	New	1.280	0
315.0	3.5	Foil	stimuli/objects/foils/foil_1361.JPG	0	3#	New	1.041	0
318.5	3.5	First	stimuli/objects/setsof2/030a.jpg	30	3#	New	0.961	0
322.0	3.5	First	stimuli/objects/setsof2/098b.jpg	98	3#	New	1.405	0
325.5	3.5	Repeat	stimuli/objects/setsof2/127a.jpg	127	5%	None	1.732	0
329.0	3.5	First	stimuli/objects/setsof2/085a.jpg	85	3#	New	0.831	0
332.5	3.5	Foil	stimuli/objects/foils/foil_1001.jpg	0	3#	New	1.072	0
336.0	3.5	Repeat	stimuli/objects/setsof2/065a.jpg	65	1!	Old	1.488	0
339.5	3.5	Repeat	stimuli/objects/setsof2/165a.jpg	165	1!	Old	1.270	0
343.0	3.5	Lure	stimuli/objects/setsof2/098a.jpg	98	2@	Similar	1.232	4
346.5	3.5	Foil	stimuli/objects/foils/foil_1160.JPG	0	5%	None	1.731	0
350.0	3.5	Foil	stimuli/objects/foils/foil_1265.JPG	0	3#	New	0.705	0
353.5	3.5	Repeat	stimuli/objects/setsof2/030a.jpg	30	1!	Old	1.295	0
357.0	3.5	Foil	stimuli/objects/foils/foil_1656.JPG	0	3#	New	0.874	0
360.5	3.5	Repeat	stimuli/objects/setsof2/003b.jpg	3	1!	Old	1.118	0
364.0	3.5	Repeat	stimuli/objects/setsof2/085a.jpg	85	1!	Old	1.077	0
367.5	3.5	Foil	stimuli/objects/foils/foil_1163.JPG	0	3#	New	1.553	0
371.0	3.5	Repeat	stimuli/objects/setsof2/097b.jpg	97	1!	Old	1.100	0
