onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	response_type	response	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	grate_orientation
539.864	0.650	incorrect	0.650	grate	n/a	n/a	n/a	n/a	n/a	n/a	45	2	n/a	n/a	n/a	n/a	n/a	left
542.013	3.000	forget	0.595	retrieval	restudy	object	scene	face	competitor	scene	46	2	136	88	188	240	542.0	n/a
547.047	1.261	correct	1.261	grate	n/a	n/a	n/a	n/a	n/a	n/a	46	2	n/a	n/a	n/a	n/a	n/a	left
548.829	1.014	correct	1.014	grate	n/a	n/a	n/a	n/a	n/a	n/a	46	2	n/a	n/a	n/a	n/a	n/a	left
550.363	1.185	correct	1.185	grate	n/a	n/a	n/a	n/a	n/a	n/a	46	2	n/a	n/a	n/a	n/a	n/a	left
552.062	0.450	incorrect	0.450	grate	n/a	n/a	n/a	n/a	n/a	n/a	46	2	n/a	n/a	n/a	n/a	n/a	right
554.011	3.000	forget	0.460	retrieval	retprac	object	face	scene	other	scene	47	2	13	61	161	13	554.0	n/a
559.046	0.750	correct	0.750	grate	n/a	n/a	n/a	n/a	n/a	n/a	47	2	n/a	n/a	n/a	n/a	n/a	right
560.312	1.011	correct	1.011	grate	n/a	n/a	n/a	n/a	n/a	n/a	47	2	n/a	n/a	n/a	n/a	n/a	left
561.845	0.910	correct	0.910	grate	n/a	n/a	n/a	n/a	n/a	n/a	47	2	n/a	n/a	n/a	n/a	n/a	left
563.278	1.233	incorrect	1.233	grate	n/a	n/a	n/a	n/a	n/a	n/a	47	2	n/a	n/a	n/a	n/a	n/a	left
566.010	3.000	forget	0.548	retrieval	restudy	scene	object	face	competitor	object	48	2	82	130	282	134	566.0	n/a
571.045	1.262	correct	1.262	grate	n/a	n/a	n/a	n/a	n/a	n/a	48	2	n/a	n/a	n/a	n/a	n/a	left
572.827	1.000	correct	1.000	grate	n/a	n/a	n/a	n/a	n/a	n/a	48	2	n/a	n/a	n/a	n/a	n/a	left
574.344	2.166	incorrect	2.166	grate	n/a	n/a	n/a	n/a	n/a	n/a	48	2	n/a	n/a	n/a	n/a	n/a	left
