onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	response_type	response	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	grate_orientation
518.007	3.000	forget	0.985	retrieval	restudy	scene	object	face	competitor	object	44	3	94	142	294	146	518.0	n/a
523.041	1.491	correct	1.491	grate	n/a	n/a	n/a	n/a	n/a	n/a	44	3	n/a	n/a	n/a	n/a	n/a	left
525.041	0.812	correct	0.812	grate	n/a	n/a	n/a	n/a	n/a	n/a	44	3	n/a	n/a	n/a	n/a	n/a	right
526.374	2.133	incorrect	2.133	grate	n/a	n/a	n/a	n/a	n/a	n/a	44	3	n/a	n/a	n/a	n/a	n/a	right
530.022	3.000	forget	0.570	retrieval	restudy	object	face	scene	competitor	face	45	3	22	70	170	22	530.0	n/a
535.057	1.203	correct	1.203	grate	n/a	n/a	n/a	n/a	n/a	n/a	45	3	n/a	n/a	n/a	n/a	n/a	right
536.773	0.871	correct	0.871	grate	n/a	n/a	n/a	n/a	n/a	n/a	45	3	n/a	n/a	n/a	n/a	n/a	left
538.156	0.888	correct	0.888	grate	n/a	n/a	n/a	n/a	n/a	n/a	45	3	n/a	n/a	n/a	n/a	n/a	left
539.556	0.966	incorrect	0.966	grate	n/a	n/a	n/a	n/a	n/a	n/a	45	3	n/a	n/a	n/a	n/a	n/a	left
542.021	3.000	forget	0.698	retrieval	restudy	object	scene	face	other	face	46	3	142	94	194	246	542.0	n/a
547.056	1.228	correct	1.228	grate	n/a	n/a	n/a	n/a	n/a	n/a	46	3	n/a	n/a	n/a	n/a	n/a	right
548.805	1.062	correct	1.062	grate	n/a	n/a	n/a	n/a	n/a	n/a	46	3	n/a	n/a	n/a	n/a	n/a	left
550.388	0.983	correct	0.983	grate	n/a	n/a	n/a	n/a	n/a	n/a	46	3	n/a	n/a	n/a	n/a	n/a	right
551.888	0.633	incorrect	0.633	grate	n/a	n/a	n/a	n/a	n/a	n/a	46	3	n/a	n/a	n/a	n/a	n/a	right
554.020	3.000	forget	0.307	retrieval	restudy	object	scene	face	competitor	scene	47	3	144	96	196	248	554.0	n/a
559.055	1.060	correct	1.060	grate	n/a	n/a	n/a	n/a	n/a	n/a	47	3	n/a	n/a	n/a	n/a	n/a	right
560.637	0.974	correct	0.974	grate	n/a	n/a	n/a	n/a	n/a	n/a	47	3	n/a	n/a	n/a	n/a	n/a	right
562.121	0.834	correct	0.834	grate	n/a	n/a	n/a	n/a	n/a	n/a	47	3	n/a	n/a	n/a	n/a	n/a	right
563.470	0.916	correct	0.916	grate	n/a	n/a	n/a	n/a	n/a	n/a	47	3	n/a	n/a	n/a	n/a	n/a	right
564.904	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	47	3	n/a	n/a	n/a	n/a	n/a	right
566.019	3.000	forget	0.395	retrieval	retprac	scene	face	object	competitor	face	48	3	45	117	269	45	566.0	n/a
571.054	1.573	correct	1.573	grate	n/a	n/a	n/a	n/a	n/a	n/a	48	3	n/a	n/a	n/a	n/a	n/a	right
573.136	1.002	correct	1.002	grate	n/a	n/a	n/a	n/a	n/a	n/a	48	3	n/a	n/a	n/a	n/a	n/a	left
574.653	0.798	correct	0.798	grate	n/a	n/a	n/a	n/a	n/a	n/a	48	3	n/a	n/a	n/a	n/a	n/a	left
575.969	0.550	incorrect	0.550	grate	n/a	n/a	n/a	n/a	n/a	n/a	48	3	n/a	n/a	n/a	n/a	n/a	left
