onset	duration	trial_type	response_time	task_type	response_type	trial_id	run_id	block_id	word_id	img_id	design_onset	grate_orientation
146.017	2.000	object	1.058	localizer	strong unrelated	25	3	5	115	143	146.0	n/a
150.017	2.000	object	0.940	localizer	strong unrelated	26	3	5	116	144	150.0	n/a
154.016	2.000	object	0.587	localizer	strong unrelated	27	3	5	117	145	154.0	n/a
158.016	2.000	object	1.627	localizer	strong unrelated	28	3	5	118	146	158.0	n/a
162.016	2.000	object	1.388	localizer	strong unrelated	29	3	5	119	147	162.0	n/a
166.015	2.000	object	0.964	localizer	strong unrelated	30	3	5	120	148	166.0	n/a
170.054	0.857	correct	0.857	grate	n/a	30	3	n/a	n/a	n/a	n/a	left
171.433	0.541	correct	0.541	grate	n/a	30	3	n/a	n/a	n/a	n/a	right
172.482	0.596	correct	0.596	grate	n/a	30	3	n/a	n/a	n/a	n/a	right
173.599	0.648	correct	0.648	grate	n/a	30	3	n/a	n/a	n/a	n/a	left
174.765	0.537	correct	0.537	grate	n/a	30	3	n/a	n/a	n/a	n/a	right
175.815	0.567	correct	0.567	grate	n/a	30	3	n/a	n/a	n/a	n/a	left
176.898	0.444	correct	0.444	grate	n/a	30	3	n/a	n/a	n/a	n/a	right
177.865	0.421	correct	0.421	grate	n/a	30	3	n/a	n/a	n/a	n/a	left
178.798	0.600	correct	0.600	grate	n/a	30	3	n/a	n/a	n/a	n/a	left
179.915	0.579	correct	0.579	grate	n/a	30	3	n/a	n/a	n/a	n/a	left
181.015	0.100	incorrect	0.100	grate	n/a	30	3	n/a	n/a	n/a	n/a	left
182.014	2.000	face	1.052	localizer	strong unrelated	31	3	6	43	43	182.0	n/a
186.013	2.000	face	1.045	localizer	strong unrelated	32	3	6	44	44	186.0	n/a
190.013	2.000	face	1.053	localizer	strong unrelated	33	3	6	45	45	190.0	n/a
194.013	2.000	face	0.613	localizer	strong unrelated	34	3	6	46	46	194.0	n/a
198.013	2.000	face	0.645	localizer	strong unrelated	35	3	6	47	47	198.0	n/a
202.012	2.000	face	0.582	localizer	strong unrelated	36	3	6	48	48	202.0	n/a
206.051	0.739	correct	0.739	grate	n/a	36	3	n/a	n/a	n/a	n/a	left
207.313	0.604	correct	0.604	grate	n/a	36	3	n/a	n/a	n/a	n/a	right
208.429	0.424	correct	0.424	grate	n/a	36	3	n/a	n/a	n/a	n/a	left
209.362	0.435	correct	0.435	grate	n/a	36	3	n/a	n/a	n/a	n/a	right
210.312	0.517	correct	0.517	grate	n/a	36	3	n/a	n/a	n/a	n/a	right
211.345	0.556	correct	0.556	grate	n/a	36	3	n/a	n/a	n/a	n/a	left
212.412	0.465	correct	0.465	grate	n/a	36	3	n/a	n/a	n/a	n/a	right
213.395	0.458	correct	0.458	grate	n/a	36	3	n/a	n/a	n/a	n/a	right
214.362	0.468	correct	0.468	grate	n/a	36	3	n/a	n/a	n/a	n/a	left
215.345	0.517	correct	0.517	grate	n/a	36	3	n/a	n/a	n/a	n/a	left
216.378	0.167	incorrect	0.167	grate	n/a	36	3	n/a	n/a	n/a	n/a	right
218.011	2.000	object	2.215	localizer	weak related	37	3	7	121	149	218.0	n/a
222.010	2.000	object	1.871	localizer	weak unrelated	38	3	7	122	150	222.0	n/a
226.011	2.000	object	1.766	localizer	weak unrelated	39	3	7	123	151	226.0	n/a
230.010	2.000	object	1.679	localizer	weak unrelated	40	3	7	124	152	230.0	n/a
234.009	2.000	object	1.423	localizer	weak unrelated	41	3	7	125	153	234.0	n/a
238.009	2.000	object	1.752	localizer	strong unrelated	42	3	7	126	154	238.0	n/a
242.048	0.764	correct	0.764	grate	n/a	42	3	n/a	n/a	n/a	n/a	left
243.326	0.518	correct	0.518	grate	n/a	42	3	n/a	n/a	n/a	n/a	left
244.359	0.485	correct	0.485	grate	n/a	42	3	n/a	n/a	n/a	n/a	left
245.359	0.581	correct	0.581	grate	n/a	42	3	n/a	n/a	n/a	n/a	left
246.459	0.657	correct	0.657	grate	n/a	42	3	n/a	n/a	n/a	n/a	right
247.626	0.555	correct	0.555	grate	n/a	42	3	n/a	n/a	n/a	n/a	left
248.692	0.520	correct	0.520	grate	n/a	42	3	n/a	n/a	n/a	n/a	right
249.726	0.519	correct	0.519	grate	n/a	42	3	n/a	n/a	n/a	n/a	left
250.759	0.469	correct	0.469	grate	n/a	42	3	n/a	n/a	n/a	n/a	right
251.742	0.494	correct	0.494	grate	n/a	42	3	n/a	n/a	n/a	n/a	left
252.759	0.100	incorrect	0.100	grate	n/a	42	3	n/a	n/a	n/a	n/a	right
254.024	2.000	face	1.440	localizer	strong unrelated	43	3	8	49	49	254.0	n/a
258.007	2.000	face	1.185	localizer	strong unrelated	44	3	8	50	50	258.0	n/a
262.023	2.000	face	0.505	localizer	strong unrelated	45	3	8	51	51	262.0	n/a
266.023	2.000	face	0.361	localizer	strong unrelated	46	3	8	52	52	266.0	n/a
270.023	2.000	face	0.601	localizer	strong unrelated	47	3	8	53	53	270.0	n/a
274.022	2.000	face	1.369	localizer	strong unrelated	48	3	8	54	54	274.0	n/a
278.061	1.198	correct	1.198	grate	n/a	48	3	n/a	n/a	n/a	n/a	left
279.773	0.606	correct	0.606	grate	n/a	48	3	n/a	n/a	n/a	n/a	right
280.889	0.482	incorrect	0.482	grate	n/a	48	3	n/a	n/a	n/a	n/a	right
281.889	0.467	correct	0.467	grate	n/a	48	3	n/a	n/a	n/a	n/a	right
282.873	0.763	correct	0.763	grate	n/a	48	3	n/a	n/a	n/a	n/a	right
284.156	0.441	correct	0.441	grate	n/a	48	3	n/a	n/a	n/a	n/a	left
285.106	0.570	correct	0.570	grate	n/a	48	3	n/a	n/a	n/a	n/a	left
286.189	0.455	correct	0.455	grate	n/a	48	3	n/a	n/a	n/a	n/a	right
287.155	0.624	correct	0.624	grate	n/a	48	3	n/a	n/a	n/a	n/a	right
288.289	0.267	incorrect	0.267	grate	n/a	48	3	n/a	n/a	n/a	n/a	right
290.021	2.000	scene	1.762	localizer	strong unrelated	49	3	9	193	249	290.0	n/a
294.020	2.000	scene	2.122	localizer	weak unrelated	50	3	9	194	250	294.0	n/a
298.020	2.000	scene	1.491	localizer	weak unrelated	51	3	9	195	251	298.0	n/a
302.020	2.000	scene	1.427	localizer	strong unrelated	52	3	9	196	252	302.0	n/a
306.019	2.000	scene	0.739	localizer	strong unrelated	53	3	9	197	253	306.0	n/a
310.019	2.000	scene	0.747	localizer	strong unrelated	54	3	9	198	254	310.0	n/a
314.059	0.864	correct	0.864	grate	n/a	54	3	n/a	n/a	n/a	n/a	left
315.437	0.725	correct	0.725	grate	n/a	54	3	n/a	n/a	n/a	n/a	left
316.669	1.013	correct	1.013	grate	n/a	54	3	n/a	n/a	n/a	n/a	left
318.203	0.680	correct	0.680	grate	n/a	54	3	n/a	n/a	n/a	n/a	left
319.402	0.816	correct	0.816	grate	n/a	54	3	n/a	n/a	n/a	n/a	right
320.736	0.602	correct	0.602	grate	n/a	54	3	n/a	n/a	n/a	n/a	left
321.852	0.782	correct	0.782	grate	n/a	54	3	n/a	n/a	n/a	n/a	left
323.152	0.650	correct	0.650	grate	n/a	54	3	n/a	n/a	n/a	n/a	right
324.319	0.234	incorrect	0.234	grate	n/a	54	3	n/a	n/a	n/a	n/a	right
