onset	duration	Pair	Choice	Response	RT	Feedback_Onset	Feedback_duration	Balance	RPE	Q_chosen	Q_notchosen	npair	Beta_Q	alpha_gain	alpha_loss
117.3112	1.5179	DC	C	Correct	1.5	119.1294	0.5171	1	0.4137	0.5863	0.3891	34	6.7351	0.1155	0.1035
124.8506	1.618	FE	E	Correct	1.613	126.7689	0.517	-1	-0.4589	0.4589	0.4221	56	6.7351	0.1155	0.1035
129.371	1.5512	CD	C	Correct	1.534	131.2225	0.517	1	0.366	0.634	0.3891	34	6.7351	0.1155	0.1035
133.8913	1.7347	FE	F	Incorrect	1.723	135.9262	0.5171	1	0.5779	0.4221	0.4114	56	6.7351	0.1155	0.1035
136.9271	1.2176	FE	F	Incorrect	1.203	138.4449	0.5171	-1	-0.4889	0.4889	0.4114	56	6.7351	0.1155	0.1035
141.9478	1.5679	BA	A	Correct	1.557	143.8159	0.5171	1	0.414	0.586	0.3229	12	6.7351	0.1155	0.1035
145.9677	1.4011	EF	F	Incorrect	1.382	147.6524	0.5171	-1	-0.4382	0.4382	0.4114	56	6.7351	0.1155	0.1035
149.0201	1.8515	FE	E	Correct	1.837	151.1719	0.5171	-1	-0.4114	0.4114	0.3929	56	6.7351	0.1155	0.1035
154.5413	1.4011	EF	F	Incorrect	1.393	156.2426	0.5171	-1	-0.3929	0.3929	0.3688	56	6.7351	0.1155	0.1035
157.5604	2.3519	DC	C	Correct	2.335	160.2125	0.5171	-1	-0.6763	0.6763	0.3891	34	6.7351	0.1155	0.1035
162.0807	1.5679	FE	F	Incorrect	1.556	163.9488	0.5171	-1	-0.3522	0.3522	0.3688	56	6.7351	0.1155	0.1035
166.1006	1.9015	BA	A	Correct	1.898	168.3024	0.517	1	0.3662	0.6338	0.3229	12	6.7351	0.1155	0.1035
169.6201	1.9682	CD	C	Correct	1.965	171.8886	0.5171	1	0.3937	0.6063	0.3891	34	6.7351	0.1155	0.1035
174.6408	1.668	CD	C	Correct	1.657	176.6091	0.517	1	0.3483	0.6517	0.3891	34	6.7351	0.1155	0.1035
178.6607	2.502	CD	n/a	omission	0	181.463	0.517	0	0	0	0	0	6.7351	0.1155	0.1035
189.1692	1.9516	DC	C	Correct	1.947	191.421	0.2669	1	0.308	0.692	0.3891	34	6.7351	0.1155	0.1035
192.6887	1.7681	DC	C	Correct	1.759	194.757	0.5171	-1	-0.7275	0.7275	0.3891	34	6.7351	0.1155	0.1035
201.2122	1.2177	AB	A	Correct	1.215	202.7301	0.5171	1	0.3239	0.6761	0.3229	12	6.7351	0.1155	0.1035
203.7476	1.5846	CD	C	Correct	1.576	205.6325	0.517	1	0.3478	0.6522	0.3891	34	6.7351	0.1155	0.1035
208.7683	0.9341	AB	A	Correct	0.932	210.0026	0.5171	1	0.2865	0.7135	0.3229	12	6.7351	0.1155	0.1035
211.8041	1.1843	AB	A	Correct	1.168	213.2886	0.5171	1	0.2534	0.7466	0.3229	12	6.7351	0.1155	0.1035
216.8248	1.3678	EF	F	Incorrect	1.351	218.4928	0.5171	1	0.6843	0.3157	0.3688	56	6.7351	0.1155	0.1035
224.848	1.3844	EF	F	Incorrect	1.382	226.5326	0.5171	-1	-0.3947	0.3947	0.3688	56	6.7351	0.1155	0.1035
232.3707	1.5512	BA	A	Correct	1.545	234.2222	0.5171	1	0.2241	0.7759	0.3229	12	6.7351	0.1155	0.1035
237.3914	1.2343	BA	A	Correct	1.232	238.926	0.5171	1	0.1983	0.8017	0.3229	12	6.7351	0.1155	0.1035
241.4113	1.1843	BA	A	Correct	1.171	242.8958	0.5171	1	0.1754	0.8246	0.3229	12	6.7351	0.1155	0.1035
245.4312	1.201	BA	A	Correct	1.197	246.9324	0.5171	1	0.1551	0.8449	0.3229	12	6.7351	0.1155	0.1035
248.4503	1.6847	EF	F	Incorrect	1.667	250.4352	0.5171	-1	-0.3539	0.3539	0.3688	56	6.7351	0.1155	0.1035
252.9706	1.1676	AB	A	Correct	1.162	254.4385	0.5171	1	0.1372	0.8628	0.3229	12	6.7351	0.1155	0.1035
256.9905	1.7348	CD	C	Correct	1.718	259.0255	0.5171	-1	-0.6924	0.6924	0.3891	34	6.7351	0.1155	0.1035
261.0104	0.9675	CD	C	Correct	0.961	262.2781	0.5171	-1	-0.6207	0.6207	0.3891	34	6.7351	0.1155	0.1035
264.5299	1.6013	AB	B	Incorrect	1.594	266.4315	0.5171	-1	-0.3229	0.3229	0.8786	12	6.7351	0.1155	0.1035
268.5499	2.0016	CD	C	Correct	1.996	270.8517	0.5171	1	0.4436	0.5564	0.3891	34	6.7351	0.1155	0.1035
272.5698	1.3177	DC	C	Correct	1.311	274.1877	0.5171	1	0.3924	0.6076	0.3891	34	6.7351	0.1155	0.1035
276.5897	1.0175	AB	A	Correct	1.013	277.9074	0.5171	1	0.1214	0.8786	0.2895	12	6.7351	0.1155	0.1035
280.6096	1.1342	AB	A	Correct	1.132	282.0441	0.5171	1	0.1073	0.8927	0.2895	12	6.7351	0.1155	0.1035
284.6295	1.3511	DC	C	Correct	1.337	286.2808	0.5171	1	0.3471	0.6529	0.3891	34	6.7351	0.1155	0.1035
289.6502	1.2677	BA	A	Correct	1.26	291.2181	0.5171	1	0.0949	0.9051	0.2895	12	6.7351	0.1155	0.1035
292.1856	2.2018	FE	F	Incorrect	2.192	294.6876	0.5171	1	0.6828	0.3172	0.3688	56	6.7351	0.1155	0.1035
296.7059	2.7856	EF	E	Correct	2.773	299.7917	0.4337	1	0.6312	0.3688	0.3961	56	6.7351	0.1155	0.1035
301.2262	1.6013	EF	F	Incorrect	1.588	303.1277	0.5171	1	0.6039	0.3961	0.4417	56	6.7351	0.1155	0.1035
304.7457	1.7347	EF	F	Incorrect	1.721	306.7807	0.5171	-1	-0.4658	0.4658	0.4417	56	6.7351	0.1155	0.1035
309.266	0.9007	CD	C	Correct	0.892	310.467	0.5171	1	0.307	0.693	0.3891	34	6.7351	0.1155	0.1035
312.3018	1.4512	BA	A	Correct	1.441	314.0532	0.5171	1	0.084	0.916	0.2895	12	6.7351	0.1155	0.1035
320.3416	1.5846	CD	C	Correct	1.573	322.2265	0.5171	1	0.2715	0.7285	0.3891	34	6.7351	0.1155	0.1035
324.8619	1.8348	BA	A	Correct	1.816	326.997	0.5171	-1	-0.9257	0.9257	0.2895	12	6.7351	0.1155	0.1035
329.3822	1.5346	CD	C	Correct	1.521	331.2171	0.517	1	0.2402	0.7598	0.3891	34	6.7351	0.1155	0.1035
336.905	1.6346	AB	A	Correct	1.624	338.8399	0.517	1	0.1701	0.8299	0.2895	12	6.7351	0.1155	0.1035
341.9257	0.7673	AB	A	Correct	0.759	342.9932	0.5171	1	0.1505	0.8495	0.2895	12	6.7351	0.1155	0.1035
344.9448	2.1017	FE	F	Incorrect	2.098	347.3467	0.5171	1	0.5824	0.4176	0.4417	56	6.7351	0.1155	0.1035
349.9655	1.4178	EF	F	Incorrect	1.413	351.6836	0.517	-1	-0.4848	0.4848	0.4417	56	6.7351	0.1155	0.1035
353.485	1.2177	BA	A	Correct	1.207	355.0029	0.5171	-1	-0.8669	0.8669	0.2895	12	6.7351	0.1155	0.1035
358.0053	1.8015	CD	C	Correct	1.79	360.107	0.417	1	0.2124	0.7876	0.3891	34	6.7351	0.1155	0.1035
362.0252	2.085	EF	F	Incorrect	2.079	364.4105	0.1334	1	0.5654	0.4346	0.4417	56	6.7351	0.1155	0.1035
369.0476	1.0842	AB	A	Correct	1.076	370.432	0.5171	1	0.2229	0.7771	0.2895	12	6.7351	0.1155	0.1035
374.0683	1.1175	AB	A	Correct	1.114	375.4861	0.5171	1	0.1971	0.8029	0.2895	12	6.7351	0.1155	0.1035
378.0882	1.5012	BA	A	Correct	1.497	379.8896	0.5171	1	0.1744	0.8256	0.2895	12	6.7351	0.1155	0.1035
381.1073	2.1684	DC	C	Correct	2.154	383.5759	0.5171	-1	-0.8121	0.8121	0.3891	34	6.7351	0.1155	0.1035
384.6435	1.1843	EF	F	Incorrect	1.182	386.128	0.5171	-1	-0.4999	0.4999	0.4417	56	6.7351	0.1155	0.1035
388.6801	1.7514	EF	E	Correct	1.742	390.7317	0.5171	-1	-0.4417	0.4417	0.4481	56	6.7351	0.1155	0.1035
393.2004	1.1008	AB	A	Correct	1.084	394.6015	0.5171	-1	-0.8458	0.8458	0.2895	12	6.7351	0.1155	0.1035
397.7207	1.251	EF	F	Incorrect	1.237	399.2719	0.5171	-1	-0.4481	0.4481	0.396	56	6.7351	0.1155	0.1035
401.2402	1.7681	CD	C	Correct	1.75	403.2918	0.5171	1	0.272	0.728	0.3891	34	6.7351	0.1155	0.1035
409.7804	0.9007	DC	C	Correct	0.884	410.9814	0.5171	1	0.2406	0.7594	0.3891	34	6.7351	0.1155	0.1035
413.8003	1.0342	CD	C	Correct	1.018	415.1347	0.5171	1	0.2128	0.7872	0.3891	34	6.7351	0.1155	0.1035
418.3206	1.2844	FE	F	Incorrect	1.278	419.9052	0.5171	-1	-0.4017	0.4017	0.396	56	6.7351	0.1155	0.1035
421.3397	1.0175	AB	A	Correct	1.014	422.6574	0.5171	1	0.2418	0.7582	0.2895	12	6.7351	0.1155	0.1035
429.3629	1.351	FE	F	Incorrect	1.343	431.0142	0.5171	-1	-0.3601	0.3601	0.396	56	6.7351	0.1155	0.1035
437.386	1.5012	CD	C	Correct	1.486	439.1874	0.5171	1	0.1882	0.8118	0.3891	34	6.7351	0.1155	0.1035
442.4067	1.5012	DC	C	Correct	1.497	444.2082	0.517	1	0.1665	0.8335	0.3891	34	6.7351	0.1155	0.1035
449.429	1.2677	FE	E	Correct	1.257	450.997	0.517	1	0.604	0.396	0.3229	56	6.7351	0.1155	0.1035
452.9652	0.8674	FE	E	Correct	0.856	454.1328	0.5171	1	0.5343	0.4657	0.3229	56	6.7351	0.1155	0.1035
457.9859	1.8015	AB	A	Correct	1.793	460.0876	0.5171	1	0.2139	0.7861	0.2895	12	6.7351	0.1155	0.1035
462.5062	1.9683	CD	C	Correct	1.952	464.7747	0.2502	1	0.1473	0.8527	0.3891	34	6.7351	0.1155	0.1035
469.5286	1.3177	DC	C	Correct	1.304	471.1465	0.5171	1	0.1303	0.8697	0.3891	34	6.7351	0.1155	0.1035
477.068	1.668	AB	A	Correct	1.66	479.0362	0.5171	1	0.1892	0.8108	0.2895	12	6.7351	0.1155	0.1035
482.5891	1.1843	EF	E	Correct	1.181	484.0736	0.5171	1	0.4726	0.5274	0.3229	56	6.7351	0.1155	0.1035
489.1277	2.085	DC	C	Correct	2.066	491.4963	0.5171	-1	-0.8848	0.8848	0.3891	34	6.7351	0.1155	0.1035
494.1484	1.2844	FE	E	Correct	1.277	495.733	0.5171	-1	-0.582	0.582	0.3229	56	6.7351	0.1155	0.1035
497.1842	1.3011	AB	A	Correct	1.292	498.7855	0.5171	1	0.1673	0.8327	0.2895	12	6.7351	0.1155	0.1035
502.7053	1.7348	FE	E	Correct	1.722	504.7403	0.4837	-1	-0.5217	0.5217	0.3229	56	6.7351	0.1155	0.1035
505.7244	0.7506	FE	E	Correct	0.745	506.7753	0.5171	-1	-0.4677	0.4677	0.3229	56	6.7351	0.1155	0.1035
510.7451	1.151	AB	A	Correct	1.135	512.1963	0.5171	1	0.148	0.852	0.2895	12	6.7351	0.1155	0.1035
513.7642	1.7515	EF	E	Correct	1.744	515.8159	0.5171	-1	-0.4193	0.4193	0.3229	56	6.7351	0.1155	0.1035
517.7841	2.9524	CD	C	Correct	2.949	521.0368	0.2669	1	0.2068	0.7932	0.3891	34	6.7351	0.1155	0.1035
521.3203	1.4012	BA	A	Correct	1.396	523.0217	0.5171	1	0.1309	0.8691	0.2895	12	6.7351	0.1155	0.1035
526.341	1.7181	BA	A	Correct	1.708	528.3593	0.5171	1	0.1158	0.8842	0.2895	12	6.7351	0.1155	0.1035
530.8614	1.668	AB	A	Correct	1.652	532.8296	0.5171	1	0.1024	0.8976	0.2895	12	6.7351	0.1155	0.1035
534.8813	1.9349	CD	C	Correct	1.931	537.1164	0.2836	1	0.183	0.817	0.3891	34	6.7351	0.1155	0.1035
537.9004	0.9174	FE	E	Correct	0.912	539.118	0.5171	1	0.6241	0.3759	0.3229	56	6.7351	0.1155	0.1035
542.4207	1.3677	AB	A	Correct	1.356	544.0887	0.5171	1	0.0906	0.9094	0.2895	12	6.7351	0.1155	0.1035
546.941	1.0342	FE	E	Correct	1.03	548.2754	0.5171	1	0.5521	0.4479	0.3229	56	6.7351	0.1155	0.1035
549.4764	1.1843	EF	E	Correct	1.167	550.9609	0.5171	1	0.4883	0.5117	0.3229	56	6.7351	0.1155	0.1035
553.9967	1.3844	AB	A	Correct	1.37	555.6814	0.5171	-1	-0.9199	0.9199	0.2895	12	6.7351	0.1155	0.1035
558.0166	0.9007	BA	A	Correct	0.893	559.2176	0.517	1	0.1754	0.8246	0.2895	12	6.7351	0.1155	0.1035
562.0365	0.8674	EF	E	Correct	0.849	563.2041	0.5171	-1	-0.5681	0.5681	0.3229	56	6.7351	0.1155	0.1035
566.0564	1.0842	FE	E	Correct	1.08	567.4409	0.517	1	0.4908	0.5092	0.3229	56	6.7351	0.1155	0.1035
570.0763	1.6513	BA	A	Correct	1.635	572.0279	0.5171	1	0.1551	0.8449	0.2895	12	6.7351	0.1155	0.1035
574.0962	0.9007	EF	E	Correct	0.891	575.2972	0.5171	1	0.4341	0.5659	0.3229	56	6.7351	0.1155	0.1035
578.6165	0.9341	FE	E	Correct	0.927	579.8509	0.517	1	0.384	0.616	0.3229	56	6.7351	0.1155	0.1035
581.6523	1.2177	DC	C	Correct	1.214	583.1702	0.5171	1	0.1618	0.8382	0.3891	34	6.7351	0.1155	0.1035
586.673	1.6514	CD	C	Correct	1.64	588.6246	0.5171	1	0.1431	0.8569	0.3891	34	6.7351	0.1155	0.1035
590.6929	1.8348	DC	C	Correct	1.817	592.828	0.5171	-1	-0.8734	0.8734	0.3891	34	6.7351	0.1155	0.1035
595.2132	1.3011	DC	C	Correct	1.29	596.8145	0.5171	-1	-0.783	0.783	0.3891	34	6.7351	0.1155	0.1035
598.2323	1.201	BA	A	Correct	1.187	599.7336	0.517	-1	-0.8628	0.8628	0.2895	12	6.7351	0.1155	0.1035
602.7527	1.301	CD	D	Incorrect	1.296	604.3539	0.5171	-1	-0.3891	0.3891	0.7019	34	6.7351	0.1155	0.1035
606.7726	0.8006	EF	E	Correct	0.789	607.8735	0.517	-1	-0.6604	0.6604	0.3229	56	6.7351	0.1155	0.1035
611.2929	1.7014	DC	C	Correct	1.699	613.2945	0.5171	1	0.2981	0.7019	0.3488	34	6.7351	0.1155	0.1035
617.8315	1.4178	DC	C	Correct	1.408	619.5495	0.5171	1	0.2637	0.7363	0.3488	34	6.7351	0.1155	0.1035
621.8681	1.5679	AB	A	Correct	1.553	623.7362	0.5171	1	0.2266	0.7734	0.2895	12	6.7351	0.1155	0.1035
630.892	0.8841	FE	E	Correct	0.877	632.0763	0.5171	1	0.408	0.592	0.3229	56	6.7351	0.1155	0.1035
638.4147	1.5346	BA	A	Correct	1.526	640.2496	0.517	1	0.2004	0.7996	0.2895	12	6.7351	0.1155	0.1035
642.9351	1.0341	AB	A	Correct	1.029	644.2695	0.517	-1	-0.8227	0.8227	0.2895	12	6.7351	0.1155	0.1035
646.4546	1.2843	BA	A	Correct	1.272	648.0392	0.5171	1	0.2625	0.7375	0.2895	12	6.7351	0.1155	0.1035
649.9907	1.151	BA	A	Correct	1.145	651.4419	0.5171	1	0.2321	0.7679	0.2895	12	6.7351	0.1155	0.1035
654.5111	1.0675	BA	A	Correct	1.056	655.8788	0.5171	1	0.2053	0.7947	0.2895	12	6.7351	0.1155	0.1035
662.0505	1.6513	DC	D	Incorrect	1.648	664.002	0.5171	-1	-0.3488	0.3488	0.7668	34	6.7351	0.1155	0.1035
666.5708	1.0675	AB	A	Correct	1.051	667.9385	0.5171	1	0.1816	0.8184	0.2895	12	6.7351	0.1155	0.1035
671.5915	1.1342	EF	E	Correct	1.12	673.026	0.5171	1	0.3609	0.6391	0.3229	56	6.7351	0.1155	0.1035
674.6106	0.9174	FE	E	Correct	0.904	675.8282	0.5171	1	0.3192	0.6808	0.3229	56	6.7351	0.1155	0.1035
679.1309	1.5346	DC	C	Correct	1.517	680.9657	0.5171	1	0.2332	0.7668	0.3127	34	6.7351	0.1155	0.1035
