onset	duration	Pair	Response	RT	Cond	Q_choice	Q_notchosen	eQdiff	Rv_diff	Beta_Q	alpha_gain	alpha_loss
233.8881	1.618	Fd	inCorrect	1.607	ll	0.2104	0.2985	-0.0881	10	6.7351	0.1155	0.1035
237.4241	1.5179	bF	Correct	1.507	ll	0.2985	0.2895	0.009	20	6.7351	0.1155	0.1035
241.9441	1.1509	eC	inCorrect	1.141	ww	0.7867	0.7128	0.0739	10	6.7351	0.1155	0.1035
246.4651	1.0008	fA	Correct	0.983	wl.u	0.7797	0.2985	0.4812	40	6.7351	0.1155	0.1035
249.9841	0.8007	fE	Correct	0.786	wl.l	0.7867	0.2985	0.4882	20	6.7351	0.1155	0.1035
254.0041	1.3011	Cb	Correct	1.295	wl.u	0.7128	0.2895	0.4233	50	6.7351	0.1155	0.1035
258.0241	0.9008	fA	Correct	0.889	wl.u	0.7797	0.2985	0.4812	40	6.7351	0.1155	0.1035
261.5601	1.151	fA	Correct	1.138	wl.u	0.7797	0.2985	0.4812	40	6.7351	0.1155	0.1035
266.0811	1.3845	dC	Correct	1.372	wl.l	0.7128	0.2104	0.5024	40	6.7351	0.1155	0.1035
270.6011	1.9683	fC	Correct	1.961	wl.u	0.7128	0.2985	0.4143	30	6.7351	0.1155	0.1035
273.6371	1.1676	cA	Correct	1.164	ww	0.7797	0.7128	0.0669	10	6.7351	0.1155	0.1035
277.6731	1.7014	dF	inCorrect	1.686	ll	0.2104	0.2985	-0.0881	10	6.7351	0.1155	0.1035
282.1941	0.9842	eA	inCorrect	0.979	ww	0.7867	0.7797	0.007	20	6.7351	0.1155	0.1035
286.7141	3.0025	Cb	omission	0	wl.u	0.2895	0.7128	-0.4233	50	6.7351	0.1155	0.1035
291.7351	0.6672	cA	Correct	0.662	ww	0.7797	0.7128	0.0669	10	6.7351	0.1155	0.1035
296.7551	1.4345	Fb	Correct	1.426	ll	0.2985	0.2895	0.009	20	6.7351	0.1155	0.1035
300.2751	1.718	Fb	inCorrect	1.704	ll	0.2895	0.2985	-0.009	20	6.7351	0.1155	0.1035
304.7951	1.1509	fA	Correct	1.135	wl.u	0.7797	0.2985	0.4812	40	6.7351	0.1155	0.1035
308.3151	1.0008	eC	inCorrect	0.991	ww	0.7867	0.7128	0.0739	10	6.7351	0.1155	0.1035
312.3351	1.301	Cd	Correct	1.299	wl.l	0.7128	0.2104	0.5024	40	6.7351	0.1155	0.1035
315.8711	1.3177	dC	Correct	1.31	wl.l	0.7128	0.2104	0.5024	40	6.7351	0.1155	0.1035
320.8911	0.9341	bE	Correct	0.915	wl.u	0.7867	0.2895	0.4972	40	6.7351	0.1155	0.1035
323.9441	1.3344	Cd	Correct	1.329	wl.l	0.7128	0.2104	0.5024	40	6.7351	0.1155	0.1035
332.4671	1.5012	bF	inCorrect	1.484	ll	0.2895	0.2985	-0.009	20	6.7351	0.1155	0.1035
336.9881	1.7514	Cf	Correct	1.749	wl.u	0.7128	0.2985	0.4143	30	6.7351	0.1155	0.1035
340.5071	1.251	Ad	Correct	1.237	wl.u	0.7797	0.2104	0.5693	50	6.7351	0.1155	0.1035
344.5271	0.8007	Ae	Correct	0.793	ww	0.7797	0.7867	-0.007	20	6.7351	0.1155	0.1035
348.0631	1.201	Af	Correct	1.191	wl.u	0.7797	0.2985	0.4812	40	6.7351	0.1155	0.1035
357.0871	2.1184	dF	Correct	2.114	ll	0.2985	0.2104	0.0881	10	6.7351	0.1155	0.1035
360.1231	1.1843	bC	inCorrect	1.174	wl.u	0.2895	0.7128	-0.4233	50	6.7351	0.1155	0.1035
365.1441	1.251	Db	inCorrect	1.238	ll	0.2895	0.2104	0.0791	10	6.7351	0.1155	0.1035
368.1801	1.4845	cA	Correct	1.481	ww	0.7797	0.7128	0.0669	10	6.7351	0.1155	0.1035
372.2161	1.1843	fE	Correct	1.172	wl.l	0.7867	0.2985	0.4882	20	6.7351	0.1155	0.1035
376.7361	0.7673	eA	inCorrect	0.756	ww	0.7867	0.7797	0.007	20	6.7351	0.1155	0.1035
380.2731	1.2176	dE	Correct	1.215	wl.u	0.7867	0.2104	0.5763	30	6.7351	0.1155	0.1035
384.7931	0.9341	dA	Correct	0.928	wl.u	0.7797	0.2104	0.5693	50	6.7351	0.1155	0.1035
388.3291	1.8848	fC	inCorrect	1.874	wl.u	0.2985	0.7128	-0.4143	30	6.7351	0.1155	0.1035
393.3501	1.4345	eA	Correct	1.427	ww	0.7797	0.7867	-0.007	20	6.7351	0.1155	0.1035
397.3701	1.4011	Eb	Correct	1.388	wl.u	0.7867	0.2895	0.4972	40	6.7351	0.1155	0.1035
400.4061	2.085	bC	Correct	2.077	wl.u	0.7128	0.2895	0.4233	50	6.7351	0.1155	0.1035
404.4421	1.2176	Fb	inCorrect	1.199	ll	0.2895	0.2985	-0.009	20	6.7351	0.1155	0.1035
408.4951	1.718	eA	inCorrect	1.714	ww	0.7867	0.7797	0.007	20	6.7351	0.1155	0.1035
413.0161	0.9507	Ae	inCorrect	0.945	ww	0.7867	0.7797	0.007	20	6.7351	0.1155	0.1035
417.5361	1.5679	bF	inCorrect	1.557	ll	0.2895	0.2985	-0.009	20	6.7351	0.1155	0.1035
421.5561	1.4678	fE	Correct	1.452	wl.l	0.7867	0.2985	0.4882	20	6.7351	0.1155	0.1035
425.5761	0.8173	Ad	Correct	0.81	wl.u	0.7797	0.2104	0.5693	50	6.7351	0.1155	0.1035
429.0951	1.1342	Ed	Correct	1.125	wl.u	0.7867	0.2104	0.5763	30	6.7351	0.1155	0.1035
436.6351	1.4512	Ad	Correct	1.442	wl.u	0.7797	0.2104	0.5693	50	6.7351	0.1155	0.1035
441.6551	1.3344	bC	inCorrect	1.322	wl.u	0.2895	0.7128	-0.4233	50	6.7351	0.1155	0.1035
445.6751	0.9508	Ed	Correct	0.938	wl.u	0.7867	0.2104	0.5763	30	6.7351	0.1155	0.1035
449.1951	1.6347	dC	Correct	1.624	wl.l	0.7128	0.2104	0.5024	40	6.7351	0.1155	0.1035
453.7151	0.9008	bA	Correct	0.886	wl.l	0.7797	0.2895	0.4902	60	6.7351	0.1155	0.1035
457.7351	1.1842	bD	inCorrect	1.177	ll	0.2895	0.2104	0.0791	10	6.7351	0.1155	0.1035
465.7581	1.7347	fC	inCorrect	1.728	wl.u	0.2985	0.7128	-0.4143	30	6.7351	0.1155	0.1035
469.2781	1.6346	dF	Correct	1.616	ll	0.2985	0.2104	0.0881	10	6.7351	0.1155	0.1035
473.3141	1.3511	fA	Correct	1.333	wl.u	0.7797	0.2985	0.4812	40	6.7351	0.1155	0.1035
481.3541	0.9674	Ed	Correct	0.958	wl.u	0.7867	0.2104	0.5763	30	6.7351	0.1155	0.1035
485.8741	2.2685	Cd	Correct	2.263	wl.l	0.7128	0.2104	0.5024	40	6.7351	0.1155	0.1035
489.3941	2.8189	Fd	inCorrect	2.8	ll	0.2104	0.2985	-0.0881	10	6.7351	0.1155	0.1035
492.9471	1.6847	Cb	inCorrect	1.68	wl.u	0.2895	0.7128	-0.4233	50	6.7351	0.1155	0.1035
496.9831	1.3344	bC	inCorrect	1.329	wl.u	0.2895	0.7128	-0.4233	50	6.7351	0.1155	0.1035
501.0201	2.2352	fE	Correct	2.231	wl.l	0.7867	0.2985	0.4882	20	6.7351	0.1155	0.1035
505.0571	1.3011	dA	Correct	1.296	wl.u	0.7797	0.2104	0.5693	50	6.7351	0.1155	0.1035
509.5771	1.4512	cA	Correct	1.436	ww	0.7797	0.7128	0.0669	10	6.7351	0.1155	0.1035
514.0971	1.8514	bA	Correct	1.839	wl.l	0.7797	0.2895	0.4902	60	6.7351	0.1155	0.1035
517.6171	2.2184	dC	Correct	2.209	wl.l	0.7128	0.2104	0.5024	40	6.7351	0.1155	0.1035
